method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2039,10326094.873587562,65217303.264327765,-127686.24393256071,1.5083142378796555,1.7597820918716145
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2040,12101318.262805568,65806979.49632839,-154340.54855151562,1.555079144211649,1.7400688319095723
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2041,13715166.49033133,66261022.97483598,-180510.7954768616,1.5959135733938088,1.7274058869461537
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2042,15050183.039741626,66715066.45334357,-204226.83567000687,1.6312204531483037,1.719638989816597
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2043,16033737.92406513,67169109.93185115,-224135.48162605154,1.6595742474858046,1.7151511955494112
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2044,16634455.641937802,67623153.41035876,-239356.3748316097,1.6803650535492989,1.712732808033242
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2045,16864703.18929553,68077196.88886634,-249602.96622771572,1.6938459422386831,1.7115051144956275
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2046,16735187.107051637,68322616.06420207,-254319.9537768752,1.6960696643495365,1.7105630107148992
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2047,16367273.313805316,68568035.2395378,-255183.51063639476,1.6936025008541347,1.70958737292831
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2048,15856595.68861351,68813454.41487354,-253442.43646806414,1.6883321533403797,1.7084311940319292
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2049,15300592.982671501,69058873.59020928,-250527.29257443664,1.6821787856061268,1.7070768617432805
"EF v3.1, land use, soil quality index",RCP60,Aggressive,2050,14787561.027358666,69304292.76554501,-247868.4497832455,1.6768797068624086,1.7055954488411378
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2026,553.4838811215714,14.389508739447551,-0.0,0.00011357467797220379,0.00011357467797220379
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2027,553.5161902648041,28.74576981881825,-0.00012525834449092477,5.822901906106901e-05,7.66781709770145e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2028,553.5485099714251,43.055772068082675,-0.001436998238985001,3.978942184772291e-05,5.8237182701046876e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2029,553.5808402414343,57.284580379027545,-0.006014614041354371,3.058688725125854e-05,4.718516483671867e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2030,553.6131810748319,71.36929835506973,-0.0166295356435835,2.5089623245654697e-05,3.983435891031198e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2031,553.6446572741161,85.2224787120984,-0.036556135855682875,2.1455228628874276e-05,3.4605082179843434e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2032,553.6761406792472,98.7128177600135,-0.06932156457740214,1.8894716667813553e-05,3.070789714636749e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2033,553.7076312902248,111.68430055565301,-0.11836423408204867,1.7014258499815086e-05,2.7704464029721512e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2034,553.7391291070493,123.95882733786094,-0.18657628948886468,1.5595344213882687e-05,2.5331808173033133e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2035,553.7706341297204,135.34832400892552,-0.27576490806882753,1.450687256659949e-05,2.3422416718748637e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2036,425.4818976741918,142.88531468832076,-0.3861225784709036,1.1359621795680834e-05,2.153288802284482e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2037,193.52784800401693,143.25046602191247,-0.5157136797337876,6.725252006923912e-06,1.9527526483456753e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2038,244.52090431971075,143.61561735550416,-0.6600637794645922,7.749529157915007e-06,1.8122711977895918e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2039,296.98034089982013,143.9807686890959,-0.8119579803317674,8.802983032171686e-06,1.7129563431243747e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2040,347.5462178581057,144.34592002268758,-0.9622485884582546,9.8185977858467e-06,1.642550436424547e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2041,392.8703512390207,144.67995658880776,-1.101368019719786,1.0728978796162173e-05,1.5925107843896137e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2042,429.99282098581193,145.01399315492796,-1.2204099329358575,1.147572808415608e-05,1.5565823973982287e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2043,456.9076235643491,145.34802972104814,-1.3127680240026405,1.2018857705227892e-05,1.5300809020631584e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2044,472.8020506383851,145.68206628716834,-1.3750186973867555,1.2342181964563332e-05,1.5095120596276472e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2045,478.11185639134396,146.01610285328852,-1.4072909462709957,1.245441336596723e-05,1.4923468018413793e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2046,474.3466203197262,146.32793818454084,-1.412735390549573,1.238523646227435e-05,1.4768546877613197e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2047,463.827179881611,146.63977351579317,-1.3976070168842487,1.2181386927610399e-05,1.4619722872445039e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2048,449.2671122699415,146.9516088470455,-1.36946685447073,1.1896985085250326e-05,1.4471619393348546e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2049,433.42898185887674,147.2634441782978,-1.3364044640906887,1.1587120431461676e-05,1.4322811329063761e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,BAU,2050,418.81423941898856,147.5752795095501,-1.306081886821616,1.1301668740834341e-05,1.4174600028129236e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2026,553.4838811215714,14.389508739447551,-0.0,0.00011357467797220379,0.00011357467797220379
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2027,553.515658340681,28.74576981881825,-0.00012711649613518383,5.822896568024204e-05,7.667813539037422e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2028,553.547456686567,43.055772068082675,-0.001479048269836818,3.978934879620745e-05,5.823712838540817e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2029,553.5792761592295,57.284580379027545,-0.006275046931751465,3.058679589433261e-05,4.718509571541654e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2030,553.6111167586687,71.36929835506973,-0.01757680307060032,2.5089502343852357e-05,3.9834272562529735e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2031,553.6420948935289,85.2224787120984,-0.039125594743508775,2.145505627521324e-05,3.460497136145057e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2032,553.6730874400827,98.7128177600135,-0.0750942861297415,1.8894461020094796e-05,3.070775040095047e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2033,553.7040943983297,111.68430055565301,-0.1297195208421617,1.701387763487531e-05,2.7704265934743866e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2034,553.7351157682702,123.95882733786094,-0.20677910207965897,1.5594786792668506e-05,2.5331539671823443e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2035,553.7661515499043,135.34832400892552,-0.30894658575567063,1.4506079366362803e-05,2.3422055666795494e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2036,425.478075358355,142.88531468832076,-0.43707889267730266,1.1358526223079968e-05,2.153241191481633e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2037,193.52593783866715,143.25046602191247,-0.5896235540166644,6.72373560613126e-06,1.9526909491150942e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2038,244.5182745312105,143.61561735550416,-0.7619621173204942,7.747438595387884e-06,1.8121919226268327e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2039,296.97688482726016,143.9807686890959,-0.9460628131109295,8.800231814064903e-06,1.712856197739436e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2040,347.54186734924076,144.34592002268758,-1.1312994767797513,9.815129757902972e-06,1.6424265374899438e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2041,392.86517474801036,144.67995658880776,-1.306487977238279,1.0724772867191597e-05,1.5923608231430546e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2042,429.9868857885621,145.01399315492796,-1.4603138958559807,1.1470811300952682e-05,1.556404842770274e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2043,456.9010447312481,145.34802972104814,-1.5841123096494452,1.2013299242852936e-05,1.5298750830183304e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2044,472.79497616233726,145.68206628716834,-1.672857053480064,1.2336083707920512e-05,1.5092781534047435e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2045,478.10444765428764,146.01610285328852,-1.7257808002406234,1.244789539414671e-05,1.4920857316604345e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2046,474.33898925332625,146.32793818454084,-1.7457647832286132,1.237842325309277e-05,1.4765679675471957e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2047,463.81945395020284,146.63977351579317,-1.7399612324440237,1.2174385324671041e-05,1.4616617842686785e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2048,449.25938308221924,146.9516088470455,-1.7172993026643866,1.1889873852532008e-05,1.4468296445949032e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2049,433.421297699678,147.2634441782978,-1.6876657820803664,1.1579941521917908e-05,1.431928945690462e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Moderate,2050,418.80660391712,147.5752795095501,-1.6606977412498551,1.1294423713708407e-05,1.417089550532548e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2026,553.4838811215714,14.389508739447551,-0.0,0.00011357467797220379,0.00011357467797220379
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2027,553.5151264165577,28.74576981881825,-0.00012860301745059102,5.822891233657992e-05,7.667809982851008e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2028,553.5464034017089,43.055772068082675,-0.0015126882945182714,3.978927630558318e-05,5.823707436255393e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2029,553.5777120770248,57.284580379027545,-0.006483393244069142,3.058670714548029e-05,4.718502781233625e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2030,553.6090524425056,71.36929835506973,-0.018334617012213776,2.5089389047772117e-05,3.983418955798059e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2031,553.6395325129417,85.2224787120984,-0.041181161853769514,2.1454901180690884e-05,3.460486784567953e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2032,553.6700342009182,98.7128177600135,-0.07971246337161304,1.8894238814244712e-05,3.0707617442376256e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2033,553.7005575064346,111.68430055565301,-0.13880375025025216,1.7013554851841587e-05,2.7704091341869026e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2034,553.7311024294913,123.95882733786094,-0.22294135215229435,1.5594322379431957e-05,2.5331308291668515e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2035,553.7616689700881,135.34832400892552,-0.335491927905145,1.4505425925762115e-05,2.3421749840136897e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2036,425.47425304251817,142.88531468832076,-0.4778439440424218,1.135763447573593e-05,2.153201430893445e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2037,193.52402767331733,143.25046602191247,-0.6487514534429659,6.7225148448357366e-06,1.952640040736633e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2038,244.51564474271018,143.61561735550416,-0.8434807876052156,7.745755626212183e-06,1.81212701279142e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2039,296.97342875470025,143.9807686890959,-1.053346679334259,8.798017015289237e-06,1.71277460315807e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2040,347.53751684037576,144.34592002268758,-1.2665401874369482,9.812337933512528e-06,1.642325914844506e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2041,392.85999825700003,144.67995658880776,-1.4705839432530723,1.0721387418051095e-05,1.592239300832741e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2042,429.9809505913124,145.01399315492796,-1.6522370661920787,1.1466854133600965e-05,1.556261179478658e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2043,456.8944658981471,145.34802972104814,-1.801187738166889,1.2008826157620567e-05,1.529708732584859e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2044,472.7879016862894,145.68206628716834,-1.9111277383547107,1.2331176804702061e-05,1.5090892543501275e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2045,478.09703891723126,146.01610285328852,-1.9805726834163255,1.2442651381742069e-05,1.4918750241242048e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2046,474.33135818692625,146.32793818454084,-2.012188297371845,1.2372942161481906e-05,1.4763366666791623e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2047,463.81172801879467,146.63977351579317,-2.0138446048918444,1.216875313859392e-05,1.46141139013685e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2048,449.25165389449705,146.9516088470455,-1.9955652612193118,1.1884153949606464e-05,1.446561757221349e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2049,433.4136135404793,147.2634441782978,-1.9686748364721087,1.1574167657646099e-05,1.4316450916080695e-05
"EF v3.1, material resources: metals/minerals, abiotic depletion potential (ADP): elements (ultimate reserves)",RCP60,Aggressive,2050,418.79896841525147,147.5752795095501,-1.9443904247924464,1.1288597150000183e-05,1.416791037798802e-05
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2026,0.036328014505371396,0.0066928180903688,-0.0,8.604166519148039e-09,8.604166519148039e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2027,0.036832277619700426,0.014410443554876848,-7.322693126209101e-08,5.124514343239575e-09,6.2844360583475695e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2028,0.03733656273175642,0.023145729588049904,-9.090105098651956e-07,4.03370398654562e-09,5.1592766336413955e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2029,0.037840869841539386,0.03287705421345085,-4.0849218810769975e-06,3.5407758371249666e-09,4.512350464298567e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2030,0.03834519894904932,0.04356063135857449,-1.2046981577739868e-05,3.2876743107794122e-09,4.104921812227945e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2031,0.03825663733187584,0.051619861691672646,-2.8231994437090414e-05,3.01756861963196e-09,3.795545325921321e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2032,0.03816809458076774,0.05933127060834238,-5.675766454991195e-05,2.822466711826467e-09,3.5541589999098656e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2033,0.038079570695725005,0.06660649201075593,-0.0001022534618038287,2.6747131586364517e-09,3.36126967135714e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2034,0.03799106567674765,0.073347030254203,-0.00016936063312174282,2.558945493128008e-09,3.204062608466568e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2035,0.03790257952383567,0.07945190196480713,-0.00026206709672449066,2.4659381856306304e-09,3.073866132810493e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2036,0.028583163152680176,0.07507415242523599,-0.00038430816018223036,2.0654601483546787e-09,2.9159083745212713e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2037,0.012755845184385061,0.06648640412297199,-0.0005358785369468202,1.5741274154082047e-09,2.7341942962716763e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2038,0.015807332843057673,0.057898655820708,-0.0007140385717799444,1.4598390018397147e-09,2.5821962312887635e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2039,0.018822664046385936,0.049310907518444,-0.0009121183958571654,1.3444290633794553e-09,2.4502946844667513e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2040,0.02158758215161888,0.04072315921618,-0.0011199559296708728,1.22381570876256e-09,2.3321825656017204e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2041,0.024455491035616894,0.040007509547676,-0.0013234502293435434,1.262791007078987e-09,2.2382446365289685e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2042,0.026823893585236586,0.039291859879172,-0.001511459695640657,1.2920858753753584e-09,2.161843070554294e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2043,0.028564083398550898,0.038576210210668,-0.0016730597063493071,1.3093446780573917e-09,2.0981478435347104e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2044,0.029621041158948563,0.037860560542164,-0.0018006818761603935,1.3136183964990434e-09,2.0436061176723785e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2045,0.03001769747249454,0.03714491087366,-0.0018912054001323907,1.3054280589204428e-09,1.995622696696325e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2046,0.02992849558800187,0.037533656494106,-0.0019453658005258914,1.3103357256316398e-09,1.953796158421543e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2047,0.02940868280630454,0.037922402114552,-0.0019698500759131,1.3072246968988689e-09,1.916602727636125e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2048,0.028624868976759834,0.038311147734998004,-0.00197361752144224,1.299247983806312e-09,1.8830216807105142e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2049,0.027750169001649817,0.038699893355444,-0.001967428167319922,1.289652683795478e-09,1.8524104400741957e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,BAU,2050,0.02694432690778288,0.03908863897589,-0.001962431666916943,1.281410684335119e-09,1.8243983174550568e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2026,0.036328014505371396,0.0066928180903688,-0.0,8.604166519148039e-09,8.604166519148039e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2027,0.03690490891787605,0.014410443554876848,-8.068447748501504e-08,5.131777080976054e-09,6.289277804908551e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2028,0.03748184732583465,0.023145729588049904,-1.0776528046250874e-06,4.043382250520286e-09,5.166536194929835e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2029,0.03805882972924717,0.03287705421345085,-5.128636005451519e-06,3.551637240713308e-09,4.5210497073262234e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2030,0.03863585612811364,0.04356063135857449,-1.5840516091927302e-05,3.2991906212559864e-09,4.114558245050803e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2031,0.03862000597086968,0.051619861691672646,-3.8506012011189976e-05,3.029427359756706e-09,3.805814055250257e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2032,0.03860419354575647,0.05933127060834238,-7.980426339484479e-05,2.8344309498871953e-09,3.5648483248798525e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2033,0.03858841885277401,0.06660649201075593,-0.00014751740089661804,2.6865692462742887e-09,3.3722149030095165e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2034,0.0385726818919223,0.073347030254203,-0.00024976774921308634,2.570482610661799e-09,3.215123813990241e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2035,0.038556982663201345,0.07945190196480713,-0.00039392610503612927,2.47694283980174e-09,3.084917363340019e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2036,0.029141734397516193,0.07507415242523599,-0.0005867546976156751,2.07258264250273e-09,2.9263442037131486e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2037,0.013035265627159563,0.06648640412297199,-0.0008294512761459195,1.5738443694797127e-09,2.7431784947043438e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2038,0.016192406485668952,0.057898655820708,-0.001118690216870576,1.4594474417901273e-09,2.5900621410045584e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2039,0.019329237153557288,0.049310907518444,-0.0014445448452918726,1.3439119965341883e-09,2.4572672698126293e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2040,0.0222258988336148,0.04072315921618,-0.0017909731510031821,1.2231616979758322e-09,2.3384206961001905e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2041,0.025228514184350705,0.040007509547676,-0.0021367813492344104,1.261984847655846e-09,2.243863979641518e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2042,0.027726273795809678,0.039291859879172,-0.0024617176011962685,1.291128321475708e-09,2.1669313344741997e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2043,0.029582773503563732,0.038576210210668,-0.0027467293529337103,1.3082450872259604e-09,2.1027737760102172e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2044,0.030737063792194548,0.037860560542164,-0.002977956736942606,1.3123933519483188e-09,2.047825280986833e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2045,0.03120883152613323,0.03714491087366,-0.0031488021640539736,1.3040988047147853e-09,1.99948119898806e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2046,0.03117240624413563,0.037533656494106,-0.0032597940301900574,1.3089253741610316e-09,1.9573330758548755e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2047,0.030685782263982896,0.037922402114552,-0.0033204880083109014,1.30575392740448e-09,1.9198515824681446e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2048,0.029920741804384945,0.038311147734998004,-0.0033452657673091837,1.2977324754414752e-09,1.8860113777314317e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2049,0.02905714224089895,0.038699893355444,-0.003351991499524,1.288100881936379e-09,1.8551658462646373e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Moderate,2050,0.028262096321800326,0.03908863897589,-0.003359607068464255,1.2798225645845216e-09,1.8269406388235927e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Aggressive,2026,0.036328014505371396,0.0066928180903688,-0.0,8.604166519148039e-09,8.604166519148039e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Aggressive,2027,0.03697754021605168,0.014410443554876848,-8.665051446335428e-08,5.139039967870722e-09,6.294119650906711e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Aggressive,2028,0.037627131919912876,0.023145729588049904,-1.2125666404329994e-06,4.05306276395771e-09,5.173796930470875e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP60,Aggressive,2029,0.038276789616954965,0.03287705421345085,-5.963607304951135e-06,3.5625090964501904e-09,4.529753833046842e-09
