method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2026,18951.764181789084,2076.658752555401,-0.0,0.0042056845868688976,0.0042056845868688976
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2027,18441.362035499624,3820.6155961122276,-0.03735013484239752,0.002226302442397738,0.0028861179112440486
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2028,17930.9023063999,5230.337969445641,-0.4296604314142499,0.001544671252528447,0.0022155177231078936
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2029,17420.38499448992,6302.4777551372745,-1.8014452440717965,0.0011877584603972393,0.0018047151061038906
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2030,16909.81009976968,7032.538473939163,-4.984465663487152,0.0009609796232330629,0.0015240188506061387
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2031,16629.85528367891,7970.311354915113,-10.979506048757225,0.0008258318376845872,0.001325368912100974
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2032,16349.859610292699,8736.035186559604,-20.851307893198314,0.0007260196814852127,0.0011766916041419393
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2033,16069.823079611047,9321.734449540532,-35.63666262278429,0.0006484733696435035,0.0010608372151619662
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2034,15789.745691633952,9720.870918168639,-56.19835578713819,0.0005859243491149102,0.0009677829874245098
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2035,15509.627446361414,9929.806783930651,-83.05865157187681,0.0005339991929748243,0.0008912686227905931
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2036,11836.567721106732,10146.608727225834,-116.30219498597192,0.0004373374850669319,0.0008201643790259158
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2037,5347.38435894864,9837.249896010615,-155.31781325104157,0.00030058632883416426,0.0007497992081475592
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2038,6710.37616023685,9527.891064795398,-198.73943266991282,0.0003207905558472467,0.0006986294242611579
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2039,8094.144184321404,9218.53223358018,-244.37414680599488,0.0003413660454219118,0.0006605579730920735
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2040,9406.91677326507,8909.173402364962,-289.44952427526,0.0003605328130270954,0.0006316650135957654
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2041,10594.910940720129,8744.980046264645,-331.16772064093243,0.0003801744653268768,0.0006095734783695238
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2042,11553.593195096793,8580.786690164328,-366.7847036855253,0.00039535190363151196,0.0005922752569213712
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2043,12231.69195340869,8416.59333406401,-394.3163886162745,0.0004050793779771285,0.0005782887390447086
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2044,12610.553765785176,8252.399977963692,-412.7428753703197,0.00040900421736757097,0.0005665198118120375
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2045,12705.02043635192,8088.206621863375,-422.1172676614484,0.00040742219581107694,0.0005561780686589454
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2046,12595.446201189603,8106.492896533268,-423.3894472903598,0.00040557099300865025,0.0005469857552484729
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2047,12306.814342470321,8124.77917120316,-418.4906508300354,0.0004002620572568689,0.0005385456089837743
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2048,11911.476718474672,8143.065445873053,-409.69956156570305,0.0003928968520556404,0.000530623036443522
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2049,11482.865148172908,8161.351720542944,-399.44525519546903,0.0003848954322704077,0.0005231051128885504
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,BAU,2050,11087.277301365457,8179.637995212837,-390.02055390820897,0.00037753789485340167,0.0005159638720737456
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2026,18951.764181789084,2076.658752555401,-0.0,0.0042056845868688976,0.0042056845868688976
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2027,18441.06545987816,3820.6155961122276,-0.03800650811983808,0.002226272717750763,0.0028860980951344096
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2028,17930.251572346715,5230.337969445641,-0.4441075505752905,0.0015446268893905713,0.002215485635737488
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2029,17419.322519194753,6302.4777551372745,-1.8884068029007033,0.0011877009059172562,0.0018046728393503921
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2030,16908.278300422273,7032.538473939163,-5.291631643362787,0.0009609057968836214,0.0015239660845189202
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2031,16627.83839125605,7970.311354915113,-11.798786849578127,0.0008257365843469035,0.001325304057433567
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2032,16347.316767498938,8736.035186559604,-22.660785886446437,0.0007258936146562083,0.0011766115649061108
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2033,16066.713429150946,9321.734449540532,-39.13482388913474,0.0006483043759808881,0.0010607376655039497
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2034,15786.028376212069,9720.870918168639,-62.31349394566192,0.0005856980200781665,0.0009676585966682121
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2035,15505.261608682307,9929.806783930651,-92.9242914905186,0.0005336994814672217,0.0008911133075136821
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2036,11832.782323885755,10146.608727225834,-131.36247153433638,0.0004369605715915451,0.0008199743523775812
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2037,5345.461274820745,9837.249896010615,-177.03138889872557,0.0003001135956386527,0.000749570895250425
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2038,6707.685302158708,9527.891064795398,-228.49551045723206,0.00032014161712993745,0.0006983509414380793
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2039,8090.550841319392,9218.53223358018,-283.2982228559774,0.0003405156970408719,0.0006602185499293052
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2040,9402.321537617734,8909.173402364962,-338.2183238695494,0.0003594655323222629,0.0006312554964499544
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2041,10589.306344116478,8744.980046264645,-390.09110854185576,0.00037888390563678534,0.0006090865683255036
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2042,11547.004497545855,8580.786690164328,-435.40805049073964,0.0003938476627443889,0.0005917061982224755
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2043,12224.201839171335,8416.59333406401,-471.60389874155425,0.00040338382548987583,0.0005776355132925763
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2044,12602.290833361945,8252.399977963692,-497.2168425985037,0.00040714947937454265,0.0005657830550318338
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2045,12696.140384852051,8088.206621863375,-512.0651499163066,0.0004054456371359824,0.0005553607216531937
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2046,12586.16876820265,8106.492896533268,-517.2854119187922,0.0004035075250563426,0.0005460923511634727
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2047,12297.285348850477,8124.77917120316,-514.8535517918992,0.00039814421936523476,0.0005375817704661578
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2048,11901.803560932636,8143.065445873053,-507.4401393541131,0.00039074857734903155,0.000529594770451037
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2049,11473.105008818084,8161.351720542944,-497.9838930795543,0.00038272945672562943,0.000522018153737069
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Moderate,2050,11077.432383976786,8179.637995212837,-489.33366592060594,0.0003753547342653803,0.0005148231354403177
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2026,18951.764181789084,2076.658752555401,-0.0,0.0042056845868688976,0.0042056845868688976
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2027,18440.768884256697,3820.6155961122276,-0.03853160674179051,0.002226243006231893,0.002886078287776698
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2028,17929.60083829353,5230.337969445641,-0.45566524590412283,0.0015445827189579512,0.0022154536490787873
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2029,17418.260043899587,6302.4777551372745,-1.957976049963829,0.001187644222303259,0.0018046309811446902
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2030,16906.746501074867,7032.538473939163,-5.537364427263297,0.0009608344368061243,0.0015239144115488624
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2031,16625.821498833186,7970.311354915113,-12.454211490234849,0.0008256468341449327,0.001325241550632977
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2032,16344.773924705178,8736.035186559604,-24.10836828104495,0.0007257780302876627,0.0011765358914415565
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2033,16063.603778690846,9321.734449540532,-41.93335290221512,0.0006481532752943225,0.0010606454485462939
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2034,15782.311060790187,9720.870918168639,-67.20560447248091,0.0005854998433905319,0.0009675456180055165
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2035,15500.895771003201,9929.806783930651,-100.816803425432,0.0005334413235620918,0.0008909747209383926
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2036,11828.996926664779,10146.608727225834,-143.41069277302793,0.0004366438992223517,0.0008198078702590068
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2037,5343.538190692849,9837.249896010615,-194.40224941687273,0.0002997277167457318,0.0007493747007690759
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2038,6704.994444080564,9527.891064795398,-252.3003726870873,0.0003196117027237775,0.0006981149426862578
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2039,8086.95749831738,9218.53223358018,-314.43748369596324,0.00033982104496403187,0.0006599336751977408
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2040,9397.726301970397,8909.173402364962,-377.23336354498076,0.0003585933268158076,0.0006309140607143525
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2041,10583.70174751283,8744.980046264645,-437.22981886259424,0.00037782903949829764,0.0006086824631457204
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2042,11540.415799994917,8580.786690164328,-490.30672793491107,0.00039261791524448664,0.0005912354230832923
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2043,12216.71172493398,8416.59333406401,-533.4339068417781,0.0004019974230431242,0.0005770963261895297
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2044,12594.027900938714,8252.399977963692,-564.7960163810507,0.00040563263725042713,0.0005651758998080896
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2045,12687.260333352184,8088.206621863375,-584.023455720193,0.00040382886998990733,0.0005546879391281265
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2046,12576.891335215698,8106.492896533268,-592.4021836215383,0.00040181964096254854,0.0005453576118430632
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2047,12287.756355230633,8124.77917120316,-591.9438725613904,0.000396411833077448,0.0005367896424182253
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2048,11892.1304033906,8143.065445873053,-585.6326015848412,0.00038899126495357627,0.0005287501411448087
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2049,11463.34486946326,8161.351720542944,-576.8148033868225,0.00038095763573238765,0.0005211256916522581
"EF v3.1, acidification, accumulated exceedance (AE)",RCP26,Aggressive,2050,11067.587466588115,8179.637995212837,-568.7841555305234,0.0003735688261254086,0.0005138868426529554
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2026,1622043.0769438664,346930.7069520216,-0.0,0.3937947567791776,0.3937947567791776
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2027,1555226.0649859298,649362.7653064996,-1.8136505618750698,0.22046943786440243,0.2782464198797896
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2028,1488400.2176194775,907028.4752644603,-21.487213155158425,0.15975764882066046,0.21901291130304662
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2029,1421565.53484451,1119311.2487363147,-92.50135007307132,0.12722188052801303,0.18232338971174888
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2030,1354722.0166610272,1285305.0709806026,-262.0977885034763,0.10597492497180513,0.15692357116602904
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2031,1298779.196848303,1427509.1586132385,-585.2433665323738,0.09154318107021613,0.13832137686621007
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2032,1242828.4788899515,1528958.029674618,-1124.6602979387712,0.08025340285038163,0.1239167699787719
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2033,1186869.862785973,1588699.389615989,-1941.8207578500092,0.07093505048393628,0.11229626099537618
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2034,1130903.3485363668,1606290.4741265057,-3088.901703366693,0.06293518988485852,0.10262447342997513
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2035,1074928.9361411333,1582083.8873469736,-4598.588647240217,0.055859208128650396,0.09437563009545899
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2036,799882.4709949547,1505404.2811576638,-6497.6335431029775,0.04597578237219031,0.08679422779742232
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2037,351984.5136191,1344893.1864388867,-8748.399327388424,0.03376258601461196,0.07961228365134053
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2038,429773.1798931086,1184382.0917201096,-11276.331890402225,0.032057578794456316,0.07394022096155363
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2039,503810.97148772725,1023870.9970013326,-13956.402348823565,0.03027451132280472,0.06928702382257941
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2040,568334.1679525455,863359.9022825554,-16626.571389451532,0.028301349976912984,0.06534003013013286
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2041,629385.9971843202,806372.7841918259,-19057.91482365841,0.02833401733104976,0.06208933287347248
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2042,674559.8816733754,749385.6661010962,-21136.851171260503,0.02805617393206422,0.05934118240978254
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2043,701594.4789012821,692398.5480103666,-22745.08448684339,0.027424958848496106,0.05695653145532186
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2044,710287.4342784357,635411.4299196369,-23820.72945940355,0.02643756269477338,0.05483480456026598
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2045,702378.0273399929,578424.3118289075,-24365.030055763575,0.025128746182262733,0.05290383643165357
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2046,687014.1866463316,562620.9156914445,-24454.96154951006,0.024503602815765323,0.05117042618382388
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2047,662166.1883806224,546817.5195539816,-24183.04151070722,0.023696013328477934,0.04958998576274683
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2048,632071.5256672917,531014.1234165188,-23680.841909204566,0.022788096143492115,0.04813209542984715
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2049,600810.5676818927,515210.72727905586,-23089.08103832055,0.021858644278452563,0.046776677570600514
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,BAU,2050,571878.1773896426,499407.33114159293,-22540.7670681019,0.020974894829262677,0.04551089296267677
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2026,1622043.0769438664,346930.7069520216,-0.0,0.3937947567791776,0.3937947567791776
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2027,1555328.1407243982,649362.7653064996,-1.8787715959431588,0.22047963942293117,0.2782532208084085
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2028,1488595.5336878996,907028.4752644603,-22.911402749165887,0.15977058011293244,0.21902277685074106
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2029,1421845.25583437,1119311.2487363147,-101.01572959646452,0.12723546035658012,0.1823347398836721
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2030,1355077.30716381,1285305.0709806026,-291.95459826764557,0.10598798969966292,0.15693549174116564
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2031,1299203.5646127132,1427509.1586132385,-663.6610031802658,0.0915547998613627,0.13833321157700093
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2032,1243314.025770362,1528958.029674618,-1295.0798039599867,0.08026253064926545,0.12392793320063003
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2033,1187408.6906367561,1588699.389615989,-2265.7422970306643,0.07094054667635526,0.11230618126462469
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2034,1131487.559211896,1606290.4741265057,-3645.140261564234,0.06293583376304411,0.10263257608705041
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2035,1075550.6314957812,1582083.8873469736,-5479.281192277025,0.05585375370989007,0.09438134144364461
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2036,800398.6073974955,1505404.2811576638,-7825.672793278104,0.045959544315237626,0.0867965009680437
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2037,352235.4426105111,1344893.1864388867,-10639.262270429128,0.033729787335579374,0.07960980712806508
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2038,430108.97611695854,1184382.0917201096,-13834.457321166936,0.03201313221031802,0.07393273848109634
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2039,504239.5434442543,1023870.9970013326,-17258.90505283083,0.03021703270785512,0.06927421354894289
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2040,568857.5914583872,863359.9022825554,-20708.83624401293,0.028230173149938594,0.06532159905302384
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2041,630008.6036121801,806372.7841918259,-23935.18163785423,0.028248924123323034,0.06206504603432018
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2042,675273.5120812615,749385.6661010962,-26752.665159111628,0.02795813026046492,0.059310939765186546
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2043,702385.233856929,692398.5480103666,-28997.1319751226,0.02731573299784346,0.0569203875054744
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2044,711137.469089652,635411.4299196369,-30574.181158119987,0.026319494357023375,0.05479296509761998
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2045,703267.9047615128,578424.3118289075,-31470.605168778056,0.025004432228432846,0.05285663592070311
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2046,687938.1247245525,562620.9156914445,-31822.679387881326,0.024374727220562314,0.05111824062838574
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2047,663109.2680931155,546817.5195539816,-31693.252970031543,0.023564670693541314,0.04953324676885261
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2048,633022.8788604967,531014.1234165188,-31246.585410341668,0.022655808337333477,0.04807124695394897
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2049,601764.4336447305,515210.72727905586,-30664.305992396814,0.021726217098627792,0.04671213642969671
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Moderate,2050,572834.2408417652,499407.33114159293,-30122.79489774328,0.020842375541712296,0.045443016947878286
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2026,1622043.0769438664,346930.7069520216,-0.0,0.3937947567791776,0.3937947567791776
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2027,1555430.216462867,649362.7653064996,-1.9308684231976305,0.22048984228394408,0.278260022605336
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2028,1488790.8497563216,907028.4752644603,-24.050754424371846,0.1597835304019897,0.2190326523293183
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2029,1422124.97682423,1119311.2487363147,-107.82723321517905,0.12724912545136854,0.18234613009854359
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2030,1355432.5976665923,1285305.0709806026,-315.84004607898123,0.10600129415137391,0.15694751878964658
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2031,1299627.9323771233,1427509.1586132385,-726.3951124985796,0.09156694538631817,0.1383452723347087
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2032,1243799.5726507723,1528958.029674618,-1431.41540877696,0.08027264570289336,0.12393951129809581
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2033,1187947.5184875396,1588699.389615989,-2524.8795283751897,0.07094769971644399,0.1123167888118801
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2034,1132071.7698874252,1606290.4741265057,-4090.131108122269,0.06293903840464542,0.10264173311207762
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2035,1076172.326850429,1582083.8873469736,-6183.835228306471,0.05585200872591745,0.09438857548237652
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2036,800914.7438000366,1505404.2811576638,-8888.104193418207,0.04594861841528565,0.0868008904151633
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2037,352486.37160192215,1344893.1864388867,-12151.952624861691,0.03370455210831894,0.07961018457876913
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2038,430444.7723408084,1184382.0917201096,-15880.95766577869,0.03197891812790278,0.07392899004467778
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2039,504668.1154007814,1023870.9970013326,-19900.907216036638,0.030172764103721546,0.06926614711723598
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2040,569381.0149642292,863359.9022825554,-23974.64812766204,0.02817532538238245,0.06530902749500826
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2041,630631.21004004,806372.7841918259,-27836.99508921087,0.0281833399828531,0.06204781772343342
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2042,675987.1424891475,749385.6661010962,-31245.31634939252,0.02788254984481702,0.059288999568340786
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2043,703175.9888125759,692398.5480103666,-33998.769965745974,0.027231515337143932,0.05689379418877143
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2044,711987.5039008681,635411.4299196369,-35976.94251709314,0.02622843982606824,0.0547618903355235
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2045,704157.7821830324,578424.3118289075,-37155.065259189636,0.024908540575055003,0.05282134789848079
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2046,688862.0628027733,562620.9156914445,-37716.853658578344,0.02427532249671279,0.05107903923878902
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2047,664052.3478056085,546817.5195539816,-37701.422137491005,0.023463368904441985,0.04949047311068529
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2048,633974.2320537019,531014.1234165188,-37299.18021125134,0.022553783505179385,0.04802525032475254
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2049,602718.2996075683,515210.72727905586,-36724.48595565783,0.021624090818619327,0.04666324413480697
"EF v3.1, climate change, global warming potential (GWP100)",RCP26,Aggressive,2050,573790.3042938878,499407.33114159293,-36188.417161456375,0.020740184365480484,0.04539150991491798
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2026,8359.422042073631,408.79150239508704,0.0,0.0017536427088937435,0.0017536427088937435
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2027,8368.599456574528,826.5485397938228,0.09725815687051093,0.0009195693057190028,0.001197602799708621
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2028,8377.775938891795,1252.891045741037,1.081032844624771,0.0006423732105599821,0.0009200389737281381
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2029,8386.951489025436,1686.7753630851805,4.383302819998255,0.0005046300605075506,0.0007539971049078814
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2030,8396.126106975446,2126.2762319118233,11.738853511052952,0.0004228993212645519,0.000643846577925107
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2031,8364.140214111121,2546.8450751461196,24.99509021877698,0.00036728667462584914,0.0005651590532839622
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2032,8332.149527492518,2959.1069052233565,45.90580575154807,0.0003283857425160252,0.0005064239842402296
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2033,8300.154047119637,3358.2777782809403,75.90580662749915,0.0003001036919475738,0.00046117164375555843
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2034,8268.153772992478,3738.849427777444,115.85397744380101,0.0002790508559525762,0.0004254869729968924
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2035,8236.148705111042,4094.945112616767,165.7801036943872,0.00026318116988092045,0.0003968581363259167
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2036,6313.142682345767,4283.563477526404,224.5320054949843,0.0002164247633073431,0.0003685948658159173
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2037,2864.677682212973,4255.198819612397,290.02244179681895,0.00014819797887244377,0.00033874706026463977
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2038,3610.8843475995964,4226.834161698389,358.90600883019187,0.00016393249036256356,0.0003178961433562748
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2039,4375.100879123404,4198.46950378438,426.76976888382137,0.00018000680303583214,0.0003032020896197761
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2040,5107.792017681147,4170.1048458703735,488.76160876771564,0.00019533316944638472,0.00029281411968817004
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2041,5727.291136787005,4066.2078658176165,541.0018068798244,0.0002066900161896889,0.0002852487710921229
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2042,6217.452921575436,3962.3108857648594,579.6137643233657,0.00021518755143327321,0.0002795913834360541
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2043,6552.431244999678,3858.413905712102,602.6876274660124,0.0002202706555635558,0.00027515917891571604
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2044,6724.301706085367,3754.5169256593454,610.0746681140278,0.0002217778659971748,0.00027144802575712455
