method,RCP,scenario,year,AEF,CEF
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2030,0.0013421042942691533,0.0020061833574198462
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2031,0.0011761599098599306,0.0017700229823855594
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2032,0.0010522163372992683,0.0015919605870824201
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2033,0.0009547069046962467,0.00145219139477464
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2034,0.0008749742933500582,0.0013390917180760612
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2035,0.000807812062656922,0.0012453802290867308
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2036,0.0006838132133742882,0.0011574157898643924
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2037,0.000511634812428622,0.0010699592685381159
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2038,0.0005279886341750629,0.0010053160029898957
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2039,0.0005446278027181926,0.0009562231785929417
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2040,0.0005594817367564751,0.0009180162681891433
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2041,0.0005807741310086969,0.000888392106945003
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2042,0.0005968320614602599,0.0008648488656146348
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2043,0.0006065354776086868,0.0008455487355075901
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2044,0.000609501087719889,0.000829138330334488
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2045,0.0006060954378064346,0.0008146399841956375
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2046,0.0006027749099248098,0.000801708784548998
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2047,0.0005954966163335681,0.000789846618551802
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2048,0.0005858916478244481,0.0007787524761463862
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2049,0.0005755981749960736,0.0007682719737420689
"EF v3.1, eutrophication: terrestrial, accumulated exceedance (AE)",RCP26,Aggressive,2050,0.0005660804171998238,0.0007583528544824031
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2026,9.386755436432609e-10,9.386755436432609e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2027,4.898764912558657e-10,6.394810322465525e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2028,3.3997486012280246e-10,4.897554400516056e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2029,2.6490489904591845e-10,3.9988109492891224e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2030,2.1987366810065737e-10,3.3999572599722273e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2031,1.904059940954661e-10,2.9743407633413033e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2032,1.6969629192741893e-10,2.657468580311559e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2033,1.5454530390750265e-10,2.413569614596141e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2034,1.4317558132837503e-10,2.2211934302582576e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2035,1.345172856564198e-10,2.0666736937902907e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2036,1.098965617452648e-10,1.9150908979988133e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2037,7.332116124402097e-11,1.7550319081026284e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2038,8.23828369055232e-11,1.6439630902785252e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2039,9.169385157074996e-11,1.566488369305348e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2040,1.0068238966689742e-10,1.512591679654709e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2041,1.0876425528011638e-10,1.475263125282127e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2042,1.1545779596300245e-10,1.4493680537078852e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2043,1.2041852533759596e-10,1.4310489879291235e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2044,1.235047131784301e-10,1.4174226294198896e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2045,1.2478740375119314e-10,1.4064015466811643e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2046,1.2495567710991838e-10,1.3968285148184879e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2047,1.2395694377533531e-10,1.3877823305275413e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2048,1.2224631044481851e-10,1.3787897816823883e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2049,1.2029461015307315e-10,1.3697182035657632e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,BAU,2050,1.1853459495362047e-10,1.3606732641668696e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2026,9.386755436432609e-10,9.386755436432609e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2027,4.898815987612238e-10,6.394844371948516e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2028,3.3998092027772714e-10,4.897601723594766e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2029,2.649090595804087e-10,3.9988559869493527e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2030,2.1987176637031732e-10,3.399980987649884e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2031,1.903919001388927e-10,2.9743176394775133e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2032,1.696615154342634e-10,2.6573649245015466e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2033,1.5447894036064286e-10,2.4133431381469503e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2034,1.430644370096213e-10,2.2207935537976171e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2035,1.343462543439479e-10,2.0660426716989747e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2036,1.0964134326689204e-10,1.9141589429926993e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2037,7.294409454513103e-11,1.7537155133503214e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2038,8.186309142015751e-11,1.642183784101073e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2039,9.100997772026251e-11,1.5641699092649315e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2040,9.982048942629594e-11,1.5096664661162377e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2041,1.0772035974492799e-10,1.4716778865733483e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2042,1.1423909311477584e-10,1.4450882273296144e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2043,1.1904260254918276e-10,1.4260608990646828e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2044,1.2199717374808623e-10,1.4117332551543435e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2045,1.2317824085472381e-10,1.4000359998304114e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2046,1.2327485262473947e-10,1.3898255971638603e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2047,1.222309005534534e-10,1.3801893587479214e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2048,1.2049451634875714e-10,1.3706569406312787e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2049,1.185274290498224e-10,1.3610932577585214e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Moderate,2050,1.1675243190145378e-10,1.3515971471335095e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2026,9.386755436432609e-10,9.386755436432609e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2027,4.898867159449125e-10,6.394878485952664e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2028,3.3998712631011e-10,4.897649808193357e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2029,2.649138975548215e-10,3.998904189519694e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2030,2.1987183766569586e-10,3.4000133912431604e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2031,1.9038227739942443e-10,2.9743134446560743e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2032,1.696353908511101e-10,2.6572969644323413e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2033,1.544275832512668e-10,2.413177441972475e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2034,1.4297729056110254e-10,2.2204895696764254e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2035,1.342112353003963e-10,2.065554149076251e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2036,1.0943863449381864e-10,1.9134294179372358e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2037,7.264317557049702e-11,1.752677258941376e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2038,8.144830851255663e-11,1.6407746367909257e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2039,9.04642137574071e-11,1.5623293380061296e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2040,9.91326539182325e-11,1.507340747265534e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2041,1.0688728733810873e-10,1.4688246736072235e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2042,1.1326652135092676e-10,1.4416800650878554e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2043,1.1794456797344126e-10,1.4220869739401917e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2044,1.2079410968446765e-10,1.4071992144466196e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2045,1.21894083607473e-10,1.3949619487698795e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2046,1.219335178848404e-10,1.3842425565672465e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2047,1.2085349101695587e-10,1.374135135232301e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2048,1.1909656810981796e-10,1.3641716222017571e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2049,1.1711721282110026e-10,1.3542149949024635e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2050,1.1533027110247396e-10,1.344358634238369e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2026,6.601019003913692e-10,6.601019003913692e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2027,3.4571317433709934e-10,4.5051281864070845e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2028,2.406181590062256e-10,3.4558475659280875e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2029,1.8790645859551062e-10,2.8255963017245636e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2030,1.562076076676664e-10,2.405244896435947e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2031,1.3514167516880262e-10,2.1054070417139084e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2032,1.2025289173589184e-10,1.8814349698614274e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2033,1.0927403455958632e-10,1.7084501544605744e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2034,1.009468984179168e-10,1.5714920771927434e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2035,9.451639822628159e-11,1.461015160237531e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2036,7.693957136877485e-11,1.3526791734918842e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2037,5.0809997721047946e-11,1.2382999008403287e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2038,5.689974754539238e-11,1.158469202139892e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2039,6.317802849265437e-11,1.1023430706059673e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2040,6.926253950187745e-11,1.0628865256845399e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2041,7.483298239035169e-11,1.0352551077013239e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2042,7.949703818829224e-11,1.0158523075730052e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2043,8.301386281251376e-11,1.0019765336393703e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2044,8.527745299487674e-11,9.916037747656889e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2045,8.632538948781288e-11,9.832607114006203e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2046,8.702085963199017e-11,9.76360567638771e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2047,8.690553832931049e-11,9.70187935247174e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2048,8.627875991728757e-11,9.643458877670438e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2049,8.545969116287113e-11,9.586840612549971e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,BAU,2050,8.474966933498647e-11,9.532294281274811e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2026,6.601019003913692e-10,6.601019003913692e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2027,3.4571373510729e-10,4.5051319248143365e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2028,2.4061877725716027e-10,3.455852526162025e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2029,1.8790689764328661e-10,2.8256010342229433e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2030,1.5620759147507948e-10,2.405248000643722e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2031,1.3514085393475347e-10,2.1054069261086884e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2032,1.2025075501517933e-10,1.881429582486762e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2033,1.0926993674537624e-10,1.7084369609437783e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2034,1.0094006837060938e-10,1.5714680860420528e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2035,9.450596406908888e-11,1.460976996216605e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2036,7.692418115015156e-11,1.3526228801248196e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2037,5.078746693468725e-11,1.2382207182578211e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2038,5.68686741052138e-11,1.1583624013345645e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2039,6.31371198676381e-11,1.1022040570236417e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2040,6.921095301024832e-11,1.062711220644771e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2041,7.477033887207269e-11,1.0350401743036913e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2042,7.942371291916007e-11,1.0155955203054527e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2043,8.293086181945983e-11,1.0016769174961588e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2044,8.518627543699896e-11,9.9126160033197e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2045,8.622781281156097e-11,9.82877351880079e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2046,8.691820284858149e-11,9.759379498537636e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2047,8.679936583887417e-11,9.697285534108238e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2048,8.617023871854784e-11,9.638524638635032e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2049,8.534944581943394e-11,9.581592182014507e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2050,8.463771236609119e-11,9.526754089573631e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2026,6.601019003913692e-10,6.601019003913692e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2027,3.4571429648537044e-10,4.5051356672741207e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2028,2.406194045855864e-10,3.455857533801725e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2029,1.879073784508376e-10,2.8256059620954306e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2030,1.5620769575428435e-10,2.4052516360168965e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2031,1.3514030421826973e-10,2.1054079630690008e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2032,1.202491407980732e-10,1.881426357913272e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2033,1.092667401814977e-10,1.7084274325770059e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2034,1.0093467155467896e-10,1.571449850160975e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2035,9.449766863680375e-11,1.4609473447628025e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2036,7.691191113377356e-11,1.3525786534246713e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2037,5.0769463441752875e-11,1.2381580993849273e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2038,5.684384454553217e-11,1.1582776359669906e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2039,6.31044314557106e-11,1.1020934904886978e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2040,6.916973242136577e-11,1.0625716057005795e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2041,7.472028641274712e-11,1.034868856187032e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2042,7.936512957139661e-11,1.0153907304037195e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2043,8.286455240290734e-11,1.0014378849561014e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2044,8.511343854123108e-11,9.909885483515396e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2045,8.614986907837675e-11,9.825713835846691e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2046,8.683621882162634e-11,9.756006173464215e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2047,8.671459209174695e-11,9.69361860325683e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2048,8.608360776825286e-11,9.634585941144767e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2049,8.526145665744475e-11,9.577402751295493e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2050,8.454837528233672e-11,9.522331913943405e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2026,2.785736432517316e-10,2.785736432517316e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2027,1.4416331691870628e-10,1.889682136057507e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2028,9.935670111655022e-11,1.4417068345873678e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2029,7.699844045039785e-11,1.1732146475641583e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2030,6.3666060432991e-11,9.947123635360137e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2031,5.526431892666345e-11,8.689337216272042e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2032,4.944340019152708e-11,7.760336104499878e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2033,4.527126934791634e-11,7.051194601354545e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2034,4.2228682910458256e-11,6.497013530654242e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2035,4.000088743013818e-11,6.056585335526855e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2036,3.295699037648687e-11,5.6241172450686186e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2037,2.2511163522970232e-11,5.1673200726223794e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2038,2.5483089360125505e-11,4.854938881385725e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2039,2.8515823078087027e-11,4.6414529869931725e-11
