method,RCP,scenario,year,AEF,CEF
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2038,8.149489187022539e-11,1.6655601158217591e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2039,9.018366462697159e-11,1.5841746100579084e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2040,9.852317917275642e-11,1.5264953454693142e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2041,1.0603736524238535e-10,1.4855500937590216e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2042,1.1214520308413767e-10,1.4561494653260759e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2043,1.16514014940893e-10,1.4344064279135756e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2044,1.1901398998115913e-10,1.4174246332041205e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2045,1.1972608331793158e-10,1.4031134352823897e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2046,1.189768639778026e-10,1.3900919207466256e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2047,1.1710121984641915e-10,1.3774895604939616e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2048,1.1456122459337592e-10,1.3648765805840228e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2049,1.1182208817284973e-10,1.3521518898919897e-10
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2050,1.0930059743255558e-10,1.33943870203134e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2026,6.638604598616234e-10,6.638604598616234e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2027,3.495392043728706e-10,4.543163577578138e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2028,2.445127665766211e-10,3.494338215767183e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2029,1.918721538189751e-10,2.8645531308467785e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2030,1.6024863525931575e-10,2.444685262260128e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2031,1.3882993305022111e-10,2.1441196594951706e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2032,1.2369276822484326e-10,1.919077473588789e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2033,1.1253404207435928e-10,1.7449866996202182e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2034,1.0407614384503561e-10,1.607001097383708e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2035,9.755277535320294e-11,1.495616618972378e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2036,7.899589194513679e-11,1.3850816657352452e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2037,5.14399835431053e-11,1.2671673778868182e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2038,5.753374121781283e-11,1.184649718530454e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2039,6.384365262762241e-11,1.126443000158198e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2040,6.996897280897388e-11,1.0853458968281957e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2041,7.559953778071436e-11,1.0564149543223354e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2042,8.028235793498394e-11,1.0359376528788157e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2043,8.376273281398348e-11,1.0211207086291258e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2044,8.592739899772892e-11,1.009868869206424e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2045,8.681406858004857e-11,1.0006561826358741e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2046,8.648018366012613e-11,9.923643031107404e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2047,8.531958514503761e-11,9.843587654673782e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2048,8.366271128858032e-11,9.76322893697828e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2049,8.184689733665815e-11,9.681793871011427e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,BAU,2050,8.017839110122538e-11,9.60016352997146e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2026,6.638604598616234e-10,6.638604598616234e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2027,3.4953983035084156e-10,4.5431677506968686e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2028,2.445135143334002e-10,3.494344040807104e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2029,1.9187278240643876e-10,2.8645591400855813e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2030,1.6024885736051692e-10,2.444690011221158e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2031,1.3882937565354034e-10,2.1441214713506083e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2032,1.2369089234038938e-10,1.919074182582424e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2033,1.1253016118008021e-10,1.7449756184457868e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2034,1.0406943187690052e-10,1.6069790360477404e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2035,9.754229089786331e-11,1.4955799556495103e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2036,7.898003248061892e-11,1.3850259029637087e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2037,5.1416308244978124e-11,1.2670871040586068e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2038,5.7501061301104826e-11,1.1845400405206606e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2039,6.380059221380929e-11,1.1262991229437071e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2040,6.991462647662248e-11,1.0851635387567631e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2041,7.553369807286927e-11,1.0561907798384571e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2042,8.020547211936021e-11,1.0356694956224498e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2043,8.367590478626608e-11,1.020807712611319e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2044,8.583223954102086e-11,1.0095114768091795e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2045,8.671246696455249e-11,1.0002559780462911e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2046,8.637413517836008e-11,9.919237982711923e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2047,8.521076351846996e-11,9.838810016216253e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2048,8.355234713613877e-11,9.758110851996172e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2049,8.173564543805511e-11,9.67636588623019e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2050,8.006627830697247e-11,9.594451828153422e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2026,6.638604598616234e-10,6.638604598616234e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2027,3.4954045694596847e-10,4.5431719279299047e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2028,2.4451427137730847e-10,3.494349914331676e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2029,1.9187345405259356e-10,2.8645653505380007e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2030,1.6024920466549774e-10,2.4446953109869004e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2031,1.3882910149733008e-10,2.144124483177371e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2032,1.2368956357855726e-10,1.919073151094384e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2033,1.1252722759483264e-10,1.744968378946298e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2034,1.0406423216864489e-10,1.606963026766202e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2035,9.753407182805157e-11,1.4955522727436804e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2036,7.896748036495434e-11,1.3849828945728938e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2037,5.139743520340062e-11,1.2670243608941936e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2038,5.747500919575583e-11,1.1844537075013873e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2039,6.376626366203551e-11,1.1261854080121597e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2040,6.987129905197456e-11,1.0850190496916698e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2041,7.548120996589072e-11,1.0560128762238735e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2042,8.014418070593679e-11,1.0354564652550618e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2043,8.360669081643061e-11,1.020558885135254e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2044,8.575638768610047e-11,1.0092272148049517e-10
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2045,8.663148369430948e-11,9.999375526315345e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2046,8.628959752779743e-11,9.91573210359698e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2047,8.512400502753093e-11,9.835006739316196e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2048,8.346434850782145e-11,9.754035785515949e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2049,8.164692852302407e-11,9.672043367248099e-11
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2050,7.997686434409014e-11,9.58990271615415e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2026,2.780681291749532e-10,2.780681291749532e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2027,1.4388620951496021e-10,1.8861496817253143e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2028,9.930778358330101e-11,1.439695740390139e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2029,7.717722268663147e-11,1.1727220070759558e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2030,6.40717149521964e-11,9.95733158729889e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2031,5.5533148352249774e-11,8.704289578805533e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2032,4.95763047836752e-11,7.774876207704604e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2033,4.526766719799902e-11,7.062466609769063e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2034,4.208693066316918e-11,6.503299418882278e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2035,3.971849841208438e-11,6.056781456439178e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2036,3.260901021550538e-11,5.618831848099605e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2037,2.2266195483638948e-11,5.159432922301113e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2038,2.489707201036378e-11,4.841002775355137e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2039,2.7571439774568968e-11,4.6189382337130244e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2040,3.010614400081987e-11,4.4640537721165895e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2041,3.231717097001099e-11,4.3558023517101425e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2042,3.4056553210138705e-11,4.279078736148127e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2043,3.522760322617553e-11,4.222569687599866e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2044,3.579936412202378e-11,4.177892807631652e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2045,3.580720241107562e-11,4.139075096491168e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2046,3.5519828185991504e-11,4.1032418781915e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2047,3.488511539838817e-11,4.067880078836217e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2048,3.4047282606551067e-11,4.031807897407765e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2049,3.315059705145754e-11,3.9948316625470816e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,BAU,2050,3.232350474239977e-11,3.9574258382416054e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2026,2.780681291749532e-10,2.780681291749532e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2027,1.4389073889849537e-10,1.886179877125383e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2028,9.931319101350987e-11,1.439737873049198e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2029,7.718089365355396e-11,1.1727619721277777e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2030,6.40697656957446e-11,9.957533432573567e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2031,5.551980369152426e-11,8.704054308881842e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2032,4.9543596548141475e-11,7.773887924481201e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2033,4.5205355024051173e-11,7.060328390978849e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2034,4.1982618792621813e-11,6.499536279369387e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2035,3.9557988553240364e-11,6.050850885201392e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2036,3.2369436635167265e-11,5.610077542299202e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2037,2.1912213526887745e-11,5.147070300361861e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2038,2.4409212192303156e-11,4.824295776110654e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2039,2.6929607282184317e-11,4.597171970518203e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2040,2.929733852765063e-11,4.436594697637464e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2041,3.133776237262844e-11,4.3221519875281706e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2042,3.2913347189589246e-11,4.238914314543562e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2043,3.393715508059995e-11,4.175764483025436e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2044,3.438573655969753e-11,4.124513812767716e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2045,3.4298560471415094e-11,4.079359319746502e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2046,3.394446886168681e-11,4.037555641393463e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2047,3.326785456759852e-11,3.9966692378948424e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2048,3.240638060739015e-11,3.9555448783737726e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2049,3.149577281356933e-11,3.913965914549192e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Moderate,2050,3.0655145686706e-11,3.8723425637539514e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2026,2.780681291749532e-10,2.780681291749532e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2027,1.4389527735012782e-10,1.8862101329784525e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2028,9.931873519066355e-11,1.4397807195495012e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2029,7.718519997210026e-11,1.1728049052386655e-10
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2030,6.406966779639908e-11,9.957816675678441e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2031,5.551065525957451e-11,8.703996669436075e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2032,4.951900953436194e-11,7.773234666644544e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2033,4.515713129260381e-11,7.058760718843218e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2034,4.190084070537588e-11,6.496673419843604e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2035,3.943129981226296e-11,6.046258359920077e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2036,3.2179170178464894e-11,5.6032240414439065e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2037,2.1629723929710566e-11,5.137319265404962e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2038,2.4019882674460706e-11,4.811064083200962e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2039,2.6417400964925345e-11,4.579892020454908e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2040,2.8651880120769318e-11,4.4147629577739916e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2041,3.0556155276483297e-11,4.2953721753491435e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2042,3.200102237819158e-11,4.206930000707916e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2043,3.290732412445581e-11,4.138475427781109e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2044,3.3257602295055217e-11,4.0819741839897054e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2045,3.309459962362211e-11,4.0317588265066983e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2046,3.2687266450001754e-11,3.985187103867511e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2047,3.1977214818881545e-11,3.939888865621718e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2048,3.109687608554475e-11,3.894730020322617e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2049,3.017515964981314e-11,3.849475531670156e-11
"EF v3.1, human toxicity: carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP45,Aggressive,2050,2.9323733088450357e-11,3.804484304157615e-11
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2026,3.63315394231646e-08,3.63315394231646e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2027,1.9041081638198335e-08,2.480475468224457e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2028,1.3247139177292402e-08,1.902700788801334e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2029,1.0330496744495524e-08,1.555095112435138e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2030,8.567879327238206e-09,1.3227803473084818e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2031,7.434625247979085e-09,1.1579513721387561e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2032,6.631769720211849e-09,1.0352153743283465e-08
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2033,6.038056679883062e-09,9.405940518071472e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2034,5.586201118577061e-09,8.657502382594491e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2035,5.235830387442799e-09,8.053959645303358e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2036,4.2616182277302054e-09,7.459923356129122e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2037,2.8339056677393552e-09,6.8334332166597664e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2038,3.1336566122375853e-09,6.392144286329004e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2039,3.441979183673901e-09,6.077762591201476e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2040,3.738520938157996e-09,5.852489436380647e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2041,4.006882211846358e-09,5.690366854457559e-09
"EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",RCP45,BAU,2042,4.225280235762577e-09,5.572062277517047e-09
