method,year,RCP,scenario,AEF,CEF,AEF_baseline,CEF_baseline,AEF_pct,CEF_pct
"EF v3.1, acidification, accumulated exceedance (AE)",2026,RCP26,BAU,0.0042056845868688,0.0042056845868688,0.0043215337446463,0.0043215337446463,2.680741714004168,2.680741714004168
"EF v3.1, acidification, accumulated exceedance (AE)",2027,RCP26,BAU,0.0022263024423977,0.002886117911244,0.0023777407411472,0.0030256927778604,6.368999619211431,4.612988722374504
"EF v3.1, acidification, accumulated exceedance (AE)",2028,RCP26,BAU,0.0015446712525284,0.0022155177231078,0.0017316236358074,0.002378776998926,10.796363563831251,6.863160182392483
"EF v3.1, acidification, accumulated exceedance (AE)",2029,RCP26,BAU,0.0011877584603972,0.0018047151061038,0.0014102558799706,0.0019916522852638,15.777095684085248,9.386034929045845
"EF v3.1, acidification, accumulated exceedance (AE)",2030,RCP26,BAU,0.000960979623233,0.0015240188506061,0.0012191066096263,0.0017346396518558,21.173454754086286,12.142049273713305
"EF v3.1, acidification, accumulated exceedance (AE)",2031,RCP26,BAU,0.0008258318376845,0.0013253689121009,0.0011024068688991,0.0015547551780244,25.088289906139376,14.753851227881237
"EF v3.1, acidification, accumulated exceedance (AE)",2032,RCP26,BAU,0.0007260196814852,0.0011766916041419,0.0010227408649247,0.0014227812772886,29.012352357832725,17.296381184863076
"EF v3.1, acidification, accumulated exceedance (AE)",2033,RCP26,BAU,0.0006484733696435,0.0010608372151619,0.0009664887992292,0.0013227024030863,32.90420228763391,19.797740392198754
"EF v3.1, acidification, accumulated exceedance (AE)",2034,RCP26,BAU,0.0005859243491149,0.0009677829874245,0.0009260918349245,0.0012449906947471,36.73150685291727,22.265845720148967
"EF v3.1, acidification, accumulated exceedance (AE)",2035,RCP26,BAU,0.0005339991929748,0.0008912686227905,0.0008970150770924,0.0011836118843037,40.46931800681499,24.699250268611557
"EF v3.1, acidification, accumulated exceedance (AE)",2036,RCP26,BAU,0.0004373374850669,0.0008201643790259,0.0008109106844173,0.0011252315821702,46.06835333768482,27.11150379870481
"EF v3.1, acidification, accumulated exceedance (AE)",2037,RCP26,BAU,0.0003005863288341,0.0007497992081475,0.0006737416880232,0.0010640874219429,55.38552323872982,29.535939182660968
"EF v3.1, acidification, accumulated exceedance (AE)",2038,RCP26,BAU,0.0003207905558472,0.0006986294242611,0.0007283592128013,0.0010240436144014,55.957095041960656,31.777376037886768
"EF v3.1, acidification, accumulated exceedance (AE)",2039,RCP26,BAU,0.0003413660454219,0.000660557973092,0.0007840642460498,0.0009984704284973,56.461980361719235,33.84301084548482
"EF v3.1, acidification, accumulated exceedance (AE)",2040,RCP26,BAU,0.000360532813027,0.0006316650135957,0.0008386225632197,0.0009830767931901,57.008930019386014,35.7461168881897
"EF v3.1, acidification, accumulated exceedance (AE)",2041,RCP26,BAU,0.0003801744653268,0.0006095734783695,0.0008790049023417,0.0009739348677437,56.7494488012522,37.41126860139122
"EF v3.1, acidification, accumulated exceedance (AE)",2042,RCP26,BAU,0.0003953519036315,0.0005922752569213,0.0009135439582607,0.0009690583499281,56.723275321724856,38.88136282348279
"EF v3.1, acidification, accumulated exceedance (AE)",2043,RCP26,BAU,0.0004050793779771,0.0005782887390447,0.0009410601177589,0.0009669664354215,56.95499465626259,40.19557268369668
"EF v3.1, acidification, accumulated exceedance (AE)",2044,RCP26,BAU,0.0004090042173675,0.000566519811812,0.0009611852521029,0.0009665645184292,57.44793040959871,41.38830869431536
"EF v3.1, acidification, accumulated exceedance (AE)",2045,RCP26,BAU,0.000407422195811,0.0005561780686589,0.0009743675560014,0.0009670717353971,58.18598502160979,42.488437175705315
"EF v3.1, acidification, accumulated exceedance (AE)",2046,RCP26,BAU,0.0004055709930086,0.0005469857552484,0.0009723711178351,0.0009673951835753,58.29051423168876,43.45787899968144
"EF v3.1, acidification, accumulated exceedance (AE)",2047,RCP26,BAU,0.0004002620572568,0.0005385456089837,0.0009661544085792,0.0009673238091308,58.57162647061618,44.326232446649236
"EF v3.1, acidification, accumulated exceedance (AE)",2048,RCP26,BAU,0.0003928968520556,0.0005306230364435,0.0009575177272847,0.0009667904067427,58.9671458961115,45.11498741166975
"EF v3.1, acidification, accumulated exceedance (AE)",2049,RCP26,BAU,0.0003848954322704,0.0005231051128885,0.0009482368262623,0.0009658332483477,59.409356227224755,45.83898268325277
"EF v3.1, acidification, accumulated exceedance (AE)",2050,RCP26,BAU,0.0003775378948534,0.0005159638720737,0.0009398708844902,0.0009645595859467,59.830876657256795,46.50782807085064
"EF v3.1, acidification, accumulated exceedance (AE)",2026,RCP26,Moderate,0.0042056845868688,0.0042056845868688,0.0043215337446463,0.0043215337446463,2.680741714004168,2.680741714004168
"EF v3.1, acidification, accumulated exceedance (AE)",2027,RCP26,Moderate,0.0022262727177507,0.0028860980951344,0.0023777407411472,0.0030256927778604,6.370249740660144,4.613643650387851
"EF v3.1, acidification, accumulated exceedance (AE)",2028,RCP26,Moderate,0.0015446268893905,0.0022154856357374,0.0017316236358074,0.002378776998926,10.798925502637275,6.864509084387691
"EF v3.1, acidification, accumulated exceedance (AE)",2029,RCP26,Moderate,0.0011877009059172,0.0018046728393503,0.0014102558799706,0.0019916522852638,15.781176821474391,9.388157124461816
"EF v3.1, acidification, accumulated exceedance (AE)",2030,RCP26,Moderate,0.0009609057968836,0.0015239660845189,0.0012191066096263,0.0017346396518558,21.179510528767274,12.145091178534486
"EF v3.1, acidification, accumulated exceedance (AE)",2031,RCP26,Moderate,0.0008257365843469,0.0013253040574335,0.0011024068688991,0.0015547551780244,25.096930394536837,14.758022602790716
"EF v3.1, acidification, accumulated exceedance (AE)",2032,RCP26,Moderate,0.0007258936146562,0.0011766115649061,0.0010227408649247,0.0014227812772886,29.024678728404545,17.302006732308612
"EF v3.1, acidification, accumulated exceedance (AE)",2033,RCP26,Moderate,0.0006483043759808,0.0010607376655039,0.0009664887992292,0.0013227024030863,32.92168760798474,19.805266624688223
"EF v3.1, acidification, accumulated exceedance (AE)",2034,RCP26,Moderate,0.0005856980200781,0.0009676585966682,0.0009260918349245,0.0012449906947471,36.75594600984153,22.275837020230547
"EF v3.1, acidification, accumulated exceedance (AE)",2035,RCP26,Moderate,0.0005336994814672,0.0008911133075136,0.0008970150770924,0.0011836118843037,40.50273009934876,24.712372414389215
"EF v3.1, acidification, accumulated exceedance (AE)",2036,RCP26,Moderate,0.0004369605715915,0.0008199743523775,0.0008109106844173,0.0011252315821702,46.114833607663115,27.12839157997678
"EF v3.1, acidification, accumulated exceedance (AE)",2037,RCP26,Moderate,0.0003001135956386,0.0007495708952504,0.0006737416880232,0.0010640874219429,55.45568858605856,29.557395398794327
"EF v3.1, acidification, accumulated exceedance (AE)",2038,RCP26,Moderate,0.0003201416171299,0.000698350941438,0.0007283592128013,0.0010240436144014,56.046191013549205,31.804570467809835
"EF v3.1, acidification, accumulated exceedance (AE)",2039,RCP26,Moderate,0.0003405156970408,0.0006602185499293,0.0007840642460498,0.0009984704284973,56.57043427801296,33.877005158487236
"EF v3.1, acidification, accumulated exceedance (AE)",2040,RCP26,Moderate,0.0003594655323222,0.0006312554964499,0.0008386225632197,0.0009830767931901,57.136195937524725,35.787773567366415
"EF v3.1, acidification, accumulated exceedance (AE)",2041,RCP26,Moderate,0.0003788839056367,0.0006090865683255,0.0008790049023417,0.0009739348677437,56.89626933509244,37.46126270881321
"EF v3.1, acidification, accumulated exceedance (AE)",2042,RCP26,Moderate,0.0003938476627443,0.0005917061982224,0.0009135439582607,0.0009690583499281,56.88793525665168,38.9400856753051
"EF v3.1, acidification, accumulated exceedance (AE)",2043,RCP26,Moderate,0.0004033838254898,0.0005776355132925,0.0009410601177589,0.0009669664354215,57.135169382117304,40.26312681259622
"EF v3.1, acidification, accumulated exceedance (AE)",2044,RCP26,Moderate,0.0004071494793745,0.0005657830550318,0.0009611852521029,0.0009665645184292,57.640894043710055,41.46453296762071
"EF v3.1, acidification, accumulated exceedance (AE)",2045,RCP26,Moderate,0.0004054456371359,0.0005553607216531,0.0009743675560014,0.0009670717353971,58.388840572672194,42.57295489821578
"EF v3.1, acidification, accumulated exceedance (AE)",2046,RCP26,Moderate,0.0004035075250563,0.0005460923511634,0.0009723711178351,0.0009673951835753,58.50272414973878,43.550230512296814
"EF v3.1, acidification, accumulated exceedance (AE)",2047,RCP26,Moderate,0.0003981442193652,0.0005375817704661,0.0009661544085792,0.0009673238091308,58.790829309499316,44.425872144184034
"EF v3.1, acidification, accumulated exceedance (AE)",2048,RCP26,Moderate,0.000390748577349,0.000529594770451,0.0009575177272847,0.0009667904067427,59.19150463594308,45.22134614106225
"EF v3.1, acidification, accumulated exceedance (AE)",2049,RCP26,Moderate,0.0003827294567256,0.000522018153737,0.0009482368262623,0.0009658332483477,59.637777596740385,45.95152376147301
"EF v3.1, acidification, accumulated exceedance (AE)",2050,RCP26,Moderate,0.0003753547342653,0.0005148231354403,0.0009398708844902,0.0009645595859467,60.0631596893335,46.626093095637096
"EF v3.1, acidification, accumulated exceedance (AE)",2026,RCP26,Aggressive,0.0042056845868688,0.0042056845868688,0.0043215337446463,0.0043215337446463,2.680741714004168,2.680741714004168
"EF v3.1, acidification, accumulated exceedance (AE)",2027,RCP26,Aggressive,0.0022262430062318,0.0028860782877766,0.0023777407411472,0.0030256927778604,6.371499309983913,4.614298289151736
"EF v3.1, acidification, accumulated exceedance (AE)",2028,RCP26,Aggressive,0.0015445827189579,0.0022154536490787,0.0017316236358074,0.002378776998926,10.801476312852989,6.865853752623269
"EF v3.1, acidification, accumulated exceedance (AE)",2029,RCP26,Aggressive,0.0011876442223032,0.0018046309811446,0.0014102558799706,0.0019916522852638,15.785196206523949,9.390258806869417
"EF v3.1, acidification, accumulated exceedance (AE)",2030,RCP26,Aggressive,0.0009608344368061,0.0015239144115488,0.0012191066096263,0.0017346396518558,21.18536400187098,12.14807006640003
"EF v3.1, acidification, accumulated exceedance (AE)",2031,RCP26,Aggressive,0.0008256468341449,0.0013252415506329,0.0011024068688991,0.0015547551780244,25.105071690144833,14.762042965705957
"EF v3.1, acidification, accumulated exceedance (AE)",2032,RCP26,Aggressive,0.0007257780302876,0.0011765358914415,0.0010227408649247,0.0014227812772886,29.035980160914388,17.307325432084035
"EF v3.1, acidification, accumulated exceedance (AE)",2033,RCP26,Aggressive,0.0006481532752943,0.0010606454485462,0.0009664887992292,0.0013227024030863,32.93732159014992,19.812238484532493
"EF v3.1, acidification, accumulated exceedance (AE)",2034,RCP26,Aggressive,0.0005854998433905,0.0009675456180055,0.0009260918349245,0.0012449906947471,36.777345257748316,22.284911679436973
"EF v3.1, acidification, accumulated exceedance (AE)",2035,RCP26,Aggressive,0.000533441323562,0.0008909747209383,0.0008970150770924,0.0011836118843037,40.531509761117306,24.72408119977214
"EF v3.1, acidification, accumulated exceedance (AE)",2036,RCP26,Aggressive,0.0004366438992223,0.000819807870259,0.0008109106844173,0.0011252315821702,46.15388505627334,27.143186944872145
"EF v3.1, acidification, accumulated exceedance (AE)",2037,RCP26,Aggressive,0.0002997277167457,0.000749374700769,0.0006737416880232,0.0010640874219429,55.51296259771015,29.575833214837843
"EF v3.1, acidification, accumulated exceedance (AE)",2038,RCP26,Aggressive,0.0003196117027237,0.0006981149426862,0.0007283592128013,0.0010240436144014,56.118945555111466,31.827616239345442
"EF v3.1, acidification, accumulated exceedance (AE)",2039,RCP26,Aggressive,0.000339821044964,0.0006599336751977,0.0007840642460498,0.0009984704284973,56.65903059907974,33.90553627202545
"EF v3.1, acidification, accumulated exceedance (AE)",2040,RCP26,Aggressive,0.0003585933268158,0.0006309140607143,0.0008386225632197,0.0009830767931901,57.24020047361202,35.822504906562415
"EF v3.1, acidification, accumulated exceedance (AE)",2041,RCP26,Aggressive,0.0003778290394982,0.0006086824631457,0.0008790049023417,0.0009739348677437,57.01627619008151,37.502754721593924
"EF v3.1, acidification, accumulated exceedance (AE)",2042,RCP26,Aggressive,0.0003926179152444,0.0005912354230832,0.0009135439582607,0.0009690583499281,57.022548100268025,38.98866635563615
"EF v3.1, acidification, accumulated exceedance (AE)",2043,RCP26,Aggressive,0.0004019974230431,0.0005770963261895,0.0009410601177589,0.0009669664354215,57.28249285492599,40.31888749706766
"EF v3.1, acidification, accumulated exceedance (AE)",2044,RCP26,Aggressive,0.0004056326372504,0.000565175899808,0.0009611852521029,0.0009665645184292,57.798703594031544,41.52734876648602
"EF v3.1, acidification, accumulated exceedance (AE)",2045,RCP26,Aggressive,0.0004038288699899,0.0005546879391281,0.0009743675560014,0.0009670717353971,58.55477047623291,42.64252393848182
"EF v3.1, acidification, accumulated exceedance (AE)",2046,RCP26,Aggressive,0.0004018196409625,0.000545357611843,0.0009723711178351,0.0009673951835753,58.67630850069708,43.62618078917172
"EF v3.1, acidification, accumulated exceedance (AE)",2047,RCP26,Aggressive,0.0003964118330774,0.0005367896424182,0.0009661544085792,0.0009673238091308,58.970136703060504,44.5077607569136
"EF v3.1, acidification, accumulated exceedance (AE)",2048,RCP26,Aggressive,0.0003889912649535,0.0005287501411448,0.0009575177272847,0.0009667904067427,59.375032558761106,45.30871040329627
"EF v3.1, acidification, accumulated exceedance (AE)",2049,RCP26,Aggressive,0.0003809576357323,0.0005211256916522,0.0009482368262623,0.0009658332483477,59.824631866077716,46.04392709158478
"EF v3.1, acidification, accumulated exceedance (AE)",2050,RCP26,Aggressive,0.0003735688261254,0.0005138868426529,0.0009398708844902,0.0009645595859467,60.253176017040964,46.723162556253264
"EF v3.1, climate change, global warming potential (GWP100)",2026,RCP26,BAU,0.3937947567791776,0.3937947567791776,0.4090832935851767,0.4090832935851767,3.7372674576885014,3.7372674576885014
"EF v3.1, climate change, global warming potential (GWP100)",2027,RCP26,BAU,0.2204694378644024,0.2782464198797896,0.2408191857642983,0.2969090426430981,8.450218712977968,6.2856363676811435
"EF v3.1, climate change, global warming potential (GWP100)",2028,RCP26,BAU,0.1597576488206604,0.2190129113030466,0.1851625434746837,0.2410460510891546,13.72032063142229,9.140635030755481
"EF v3.1, climate change, global warming potential (GWP100)",2029,RCP26,BAU,0.127221880528013,0.1823233897117488,0.157686792974608,0.2077267684249917,19.31988841418108,12.229227319066403
"EF v3.1, climate change, global warming potential (GWP100)",2030,RCP26,BAU,0.1059749249718051,0.156923571166029,0.1415110814657205,0.1856979504340287,25.111924893686606,15.49525947957197
"EF v3.1, climate change, global warming potential (GWP100)",2031,RCP26,BAU,0.0915431810702161,0.13832137686621,0.1307670781694593,0.1700688794323631,29.99523859393224,18.667437965203497
"EF v3.1, climate change, global warming potential (GWP100)",2032,RCP26,BAU,0.0802534028503816,0.1239167699787719,0.1232791338128772,0.1584620013995906,34.901065275007085,21.800325072069892
"EF v3.1, climate change, global warming potential (GWP100)",2033,RCP26,BAU,0.0709350504839362,0.1122962609953761,0.1178473075908427,0.1495539587999459,39.80766134240628,24.91254534720032
"EF v3.1, climate change, global warming potential (GWP100)",2034,RCP26,BAU,0.0629351898848585,0.1026244734299751,0.1138048829585249,0.1425492998770571,44.69904256410982,28.00773239960878
"EF v3.1, climate change, global warming potential (GWP100)",2035,RCP26,BAU,0.0558592081286503,0.0943756300954589,0.1107511395046176,0.1369404779972282,49.56331069955146,31.08273647374799
"EF v3.1, climate change, global warming potential (GWP100)",2036,RCP26,BAU,0.0459757823721903,0.0867942277974223,0.1010129950058615,0.1313127598343368,54.48527947367321,33.902670306433855
"EF v3.1, climate change, global warming potential (GWP100)",2037,RCP26,BAU,0.0337625860146119,0.0796122836513405,0.0873632228737197,0.1253607826922747,61.353776905169276,36.493469535232435
"EF v3.1, climate change, global warming potential (GWP100)",2038,RCP26,BAU,0.0320575787944563,0.0739402209615536,0.0892478860212347,0.1210534357232548,64.08029341240771,38.91935365585876
"EF v3.1, climate change, global warming potential (GWP100)",2039,RCP26,BAU,0.0302745113228047,0.0692870238225794,0.091156821051676,0.1178675298257962,66.78853982233282,41.21619081609411
"EF v3.1, climate change, global warming potential (GWP100)",2040,RCP26,BAU,0.0283013499769129,0.0653400301301328,0.0929125391924431,0.1154643195968805,69.53979492660906,43.41106381758985
"EF v3.1, climate change, global warming potential (GWP100)",2041,RCP26,BAU,0.0283340173310497,0.0620893328734724,0.0953669860217044,0.1136989214310821,70.28949061617486,45.39144954764811
"EF v3.1, climate change, global warming potential (GWP100)",2042,RCP26,BAU,0.0280561739320642,0.0593411824097825,0.0973298944127456,0.112377135543735,71.1741453113195,47.194612033256476
"EF v3.1, climate change, global warming potential (GWP100)",2043,RCP26,BAU,0.0274249588484961,0.0569565314553218,0.0987231721607069,0.1113569667022997,72.22034275412842,48.85229623074355
"EF v3.1, climate change, global warming potential (GWP100)",2044,RCP26,BAU,0.0264375626947733,0.0548348045602659,0.0995337140014906,0.110534995506642,73.43858514676003,50.39145357637356
"EF v3.1, climate change, global warming potential (GWP100)",2045,RCP26,BAU,0.0251287461822627,0.0529038364316535,0.0998108892689575,0.1098379017660548,74.82364262425415,51.83462577031553
"EF v3.1, climate change, global warming potential (GWP100)",2046,RCP26,BAU,0.0245036028157653,0.0511704261838238,0.0988223308591242,0.1091655656242463,75.20438690047058,53.12585439262493
"EF v3.1, climate change, global warming potential (GWP100)",2047,RCP26,BAU,0.0236960133284779,0.0495899857627468,0.0975277864756948,0.1084961130439572,75.70332088447095,54.29330657895973
"EF v3.1, climate change, global warming potential (GWP100)",2048,RCP26,BAU,0.0227880961434921,0.0481320954298471,0.0960668019706433,0.1078200199506788,76.27890626518843,55.35885130436383
"EF v3.1, climate change, global warming potential (GWP100)",2049,RCP26,BAU,0.0218586442784525,0.0467766775706005,0.0945723916977528,0.107136589676399,76.88686530387082,56.33921360397298
"EF v3.1, climate change, global warming potential (GWP100)",2050,RCP26,BAU,0.0209748948292626,0.0455108929626767,0.0931572651566241,0.1064507915676523,77.48442400708332,57.24701311051001
"EF v3.1, climate change, global warming potential (GWP100)",2026,RCP26,Moderate,0.3937947567791776,0.3937947567791776,0.4090832935851767,0.4090832935851767,3.7372674576885014,3.7372674576885014
"EF v3.1, climate change, global warming potential (GWP100)",2027,RCP26,Moderate,0.2204796394229311,0.2782532208084085,0.2408191857642983,0.2969090426430981,8.44598252286864,6.283345791227718
"EF v3.1, climate change, global warming potential (GWP100)",2028,RCP26,Moderate,0.1597705801129324,0.219022776850741,0.1851625434746837,0.2410460510891546,13.713336879725352,9.136542224567684
"EF v3.1, climate change, global warming potential (GWP100)",2029,RCP26,Moderate,0.1272354603565801,0.1823347398836721,0.157686792974608,0.2077267684249917,19.311276514407535,12.223763328070268
"EF v3.1, climate change, global warming potential (GWP100)",2030,RCP26,Moderate,0.1059879896996629,0.1569354917411656,0.1415110814657205,0.1856979504340287,25.10269259348617,15.488840143704913
"EF v3.1, climate change, global warming potential (GWP100)",2031,RCP26,Moderate,0.0915547998613627,0.1383332115770009,0.1307670781694593,0.1700688794323631,29.9863534897384,18.66047919012929
"EF v3.1, climate change, global warming potential (GWP100)",2032,RCP26,Moderate,0.0802625306492654,0.12392793320063,0.1232791338128772,0.1584620013995906,34.89366110318863,21.793280340992727
"EF v3.1, climate change, global warming potential (GWP100)",2033,RCP26,Moderate,0.0709405466763552,0.1123061812646246,0.1178473075908427,0.1495539587999459,39.80299751721471,24.905912109719942
"EF v3.1, climate change, global warming potential (GWP100)",2034,RCP26,Moderate,0.0629358337630441,0.1026325760870504,0.1138048829585249,0.1425492998770571,44.698476790332045,28.00204829096547
"EF v3.1, climate change, global warming potential (GWP100)",2035,RCP26,Moderate,0.05585375370989,0.0943813414436446,0.1107511395046176,0.1369404779972282,49.5682356319582,31.07856579443591
"EF v3.1, climate change, global warming potential (GWP100)",2036,RCP26,Moderate,0.0459595443152376,0.0867965009680437,0.1010129950058615,0.1313127598343368,54.50135468949247,33.900939194678784
"EF v3.1, climate change, global warming potential (GWP100)",2037,RCP26,Moderate,0.0337297873355793,0.079609807128065,0.0873632228737197,0.1253607826922747,61.39131979559127,36.49544505199479
"EF v3.1, climate change, global warming potential (GWP100)",2038,RCP26,Moderate,0.032013132210318,0.0739327384810963,0.0892478860212347,0.1210534357232548,64.1300946862751,38.92553479430609
"EF v3.1, climate change, global warming potential (GWP100)",2039,RCP26,Moderate,0.0302170327078551,0.0692742135489428,0.091156821051676,0.1178675298257962,66.85159447286415,41.227059181330524
"EF v3.1, climate change, global warming potential (GWP100)",2040,RCP26,Moderate,0.0282301731499385,0.0653215990530238,0.0929125391924431,0.1154643195968805,69.6164011926664,43.42702639128651
"EF v3.1, climate change, global warming potential (GWP100)",2041,RCP26,Moderate,0.028248924123323,0.0620650460343201,0.0953669860217044,0.1136989214310821,70.37871772848743,45.41281020687566
"EF v3.1, climate change, global warming potential (GWP100)",2042,RCP26,Moderate,0.0279581302604649,0.0593109397651865,0.0973298944127456,0.112377135543735,71.27487866995598,47.22152377508873
"EF v3.1, climate change, global warming potential (GWP100)",2043,RCP26,Moderate,0.0273157329978434,0.0569203875054744,0.0987231721607069,0.1113569667022997,72.33098126812885,48.884753966364194
"EF v3.1, climate change, global warming potential (GWP100)",2044,RCP26,Moderate,0.0263194943570233,0.0547929650976199,0.0995337140014906,0.110534995506642,73.5572065997365,50.42930535576182
"EF v3.1, climate change, global warming potential (GWP100)",2045,RCP26,Moderate,0.0250044322284328,0.0528566359207031,0.0998108892689575,0.1098379017660548,74.94819211453563,51.87759865143532
"EF v3.1, climate change, global warming potential (GWP100)",2046,RCP26,Moderate,0.0243747272205623,0.0511182406283857,0.0988223308591242,0.1091655656242463,75.33479831060694,53.17365843700438
"EF v3.1, climate change, global warming potential (GWP100)",2047,RCP26,Moderate,0.0235646706935413,0.0495332467688526,0.0975277864756948,0.1084961130439572,75.83799289916836,54.34560245602144
"EF v3.1, climate change, global warming potential (GWP100)",2048,RCP26,Moderate,0.0226558083373334,0.0480712469539489,0.0960668019706433,0.1078200199506788,76.4166102414269,55.415286534041996
"EF v3.1, climate change, global warming potential (GWP100)",2049,RCP26,Moderate,0.0217262170986277,0.0467121364296967,0.0945723916977528,0.107136589676399,77.02689261781254,56.39945552608263
"EF v3.1, climate change, global warming potential (GWP100)",2050,RCP26,Moderate,0.0208423755417122,0.0454430169478782,0.0931572651566241,0.1064507915676523,77.62667731102863,57.310775919408776
"EF v3.1, climate change, global warming potential (GWP100)",2026,RCP26,Aggressive,0.3937947567791776,0.3937947567791776,0.4090832935851767,0.4090832935851767,3.7372674576885014,3.7372674576885014
"EF v3.1, climate change, global warming potential (GWP100)",2027,RCP26,Aggressive,0.220489842283944,0.278260022605336,0.2408191857642983,0.2969090426430981,8.44174579190366,6.2810549223249135
"EF v3.1, climate change, global warming potential (GWP100)",2028,RCP26,Aggressive,0.1597835304019897,0.2190326523293183,0.1851625434746837,0.2410460510891546,13.706342868509976,9.13244529846885
"EF v3.1, climate change, global warming potential (GWP100)",2029,RCP26,Aggressive,0.1272491254513685,0.1823461300985435,0.157686792974608,0.2077267684249917,19.302610541480686,12.218280060334598
"EF v3.1, climate change, global warming potential (GWP100)",2030,RCP26,Aggressive,0.1060012941513739,0.1569475187896465,0.1415110814657205,0.1856979504340287,25.093290890401725,15.482363470993787
"EF v3.1, climate change, global warming potential (GWP100)",2031,RCP26,Aggressive,0.0915669453863181,0.1383452723347087,0.1307670781694593,0.1700688794323631,29.977065582471962,18.65338750013401
"EF v3.1, climate change, global warming potential (GWP100)",2032,RCP26,Aggressive,0.0802726457028933,0.1239395112980958,0.1232791338128772,0.1584620013995906,34.88545610262199,21.78597379597655
"EF v3.1, climate change, global warming potential (GWP100)",2033,RCP26,Aggressive,0.0709476997164439,0.1123167888118801,0.1178473075908427,0.1495539587999459,39.79692776455347,24.898819320374464
"EF v3.1, climate change, global warming potential (GWP100)",2034,RCP26,Aggressive,0.0629390384046454,0.1026417331120776,0.1138048829585249,0.1425492998770571,44.69566088163112,27.9956245308803
"EF v3.1, climate change, global warming potential (GWP100)",2035,RCP26,Aggressive,0.0558520087259174,0.0943885754823765,0.1107511395046176,0.1369404779972282,49.569811222042794,31.07328317907068
"EF v3.1, climate change, global warming potential (GWP100)",2036,RCP26,Aggressive,0.0459486184152856,0.0868008904151633,0.1010129950058615,0.1313127598343368,54.51217102055104,33.897596452415854
"EF v3.1, climate change, global warming potential (GWP100)",2037,RCP26,Aggressive,0.0337045521083189,0.0796101845787691,0.0873632228737197,0.1253607826922747,61.420205208045516,36.495143960460425
"EF v3.1, climate change, global warming potential (GWP100)",2038,RCP26,Aggressive,0.0319789181279027,0.0739289900446777,0.0892478860212347,0.1210534357232548,64.16843070065103,38.92863130816891
"EF v3.1, climate change, global warming potential (GWP100)",2039,RCP26,Aggressive,0.0301727641037215,0.0692661471172359,0.091156821051676,0.1178675298257962,66.90015760135292,41.233902823272295
"EF v3.1, climate change, global warming potential (GWP100)",2040,RCP26,Aggressive,0.0281753253823824,0.0653090274950082,0.0929125391924431,0.1154643195968805,69.67543280242846,43.4379142205826
"EF v3.1, climate change, global warming potential (GWP100)",2041,RCP26,Aggressive,0.0281833399828531,0.0620478177234334,0.0953669860217044,0.1136989214310821,70.44748800550444,45.42796277883488
"EF v3.1, climate change, global warming potential (GWP100)",2042,RCP26,Aggressive,0.027882549844817,0.0592889995683407,0.0973298944127456,0.112377135543735,71.35253252554057,47.2410474946956
"EF v3.1, climate change, global warming potential (GWP100)",2043,RCP26,Aggressive,0.0272315153371439,0.0568937941887714,0.0987231721607069,0.1113569667022997,72.41628815085585,48.90863510958363
"EF v3.1, climate change, global warming potential (GWP100)",2044,RCP26,Aggressive,0.0262284398260682,0.0547618903355235,0.0995337140014906,0.110534995506642,73.6486876942265,50.45741840896635
"EF v3.1, climate change, global warming potential (GWP100)",2045,RCP26,Aggressive,0.024908540575055,0.0528213478984807,0.0998108892689575,0.1098379017660548,75.04426545290596,51.90972601517318
"EF v3.1, climate change, global warming potential (GWP100)",2046,RCP26,Aggressive,0.0242753224967127,0.051079039238789,0.0988223308591242,0.1091655656242463,75.43538764399487,53.2095684690484
"EF v3.1, climate change, global warming potential (GWP100)",2047,RCP26,Aggressive,0.0234633689044419,0.0494904731106852,0.0975277864756948,0.1084961130439572,75.94186256827507,54.385026594792265
"EF v3.1, climate change, global warming potential (GWP100)",2048,RCP26,Aggressive,0.0225537835051793,0.0480252503247525,0.0960668019706433,0.1078200199506788,76.52281220720617,55.45794709858042
"EF v3.1, climate change, global warming potential (GWP100)",2049,RCP26,Aggressive,0.0216240908186193,0.0466632441348069,0.0945723916977528,0.107136589676399,77.13488003166032,56.445091004155515
"EF v3.1, climate change, global warming potential (GWP100)",2050,RCP26,Aggressive,0.0207401843654804,0.0453915099149179,0.0931572651566241,0.1064507915676523,77.73637479523448,57.35916168733194
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2026,RCP26,BAU,0.0017536427088937,0.0017536427088937,0.001755742238655,0.001755742238655,0.11958075138116464,0.11958075138116464
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2027,RCP26,BAU,0.000919569305719,0.0011976027997086,0.0009221405464049,0.0012000167983148,0.2788339256878271,0.20116373450688915
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2028,RCP26,BAU,0.0006423732105599,0.0009200389737281,0.000645318896221,0.0009227187670543,0.4564697668625395,0.29042362872438315
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2029,RCP26,BAU,0.0005046300605075,0.0007539971049078,0.0005079263728402,0.0007569233252238,0.6489744397928894,0.38659402062089054
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2030,RCP26,BAU,0.0004228993212645,0.0006438465779251,0.0004265373883293,0.0006470096173875,0.8529304029008786,0.4888705480409562
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",2031,RCP26,BAU,0.0003672866746258,0.0005651590532839,0.0003718467657076,0.000568719585414,1.2263360885020609,0.6260611066362473
