method,year,RCP,scenario,AEF,CEF,AEF_baseline,CEF_baseline,AEF_pct,CEF_pct
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2028,RCP26,Moderate,3.3998092027772714e-10,4.897601723594766e-10,3.4191626360250405e-10,4.913795216865171e-10,0.5660284493009224,0.3295516511316118
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2029,RCP26,Moderate,2.6490905958040867e-10,3.9988559869493527e-10,2.6732170914130503e-10,4.0182203571358005e-10,0.9025266105945173,0.4819140929406565
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2030,RCP26,Moderate,2.1987176637031727e-10,3.3999809876498836e-10,2.2276633228756063e-10,3.422532887572615e-10,1.2993731537074797,0.6589242722726882
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2031,RCP26,Moderate,1.9039190013889268e-10,2.9743176394775133e-10,1.9359587122118118e-10,2.9995690354048715e-10,1.654979035491925,0.8418341311471045
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2032,RCP26,Moderate,1.6966151543426337e-10,2.657364924501546e-10,1.7315134657315182e-10,2.6850093783451623e-10,2.015480218869733,1.0295850013251782
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2033,RCP26,Moderate,1.5447894036064286e-10,2.4133431381469503e-10,1.5824711713543142e-10,2.443189081438357e-10,2.381197738701087,1.2215977681856613
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2034,RCP26,Moderate,1.430644370096213e-10,2.2207935537976166e-10,1.4711367443386842e-10,2.2527255543031768e-10,2.7524548209604873,1.4174829439193495
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2035,RCP26,Moderate,1.3434625434394788e-10,2.0660426716989747e-10,1.386862742695974e-10,2.0999975277195414e-10,3.129379564420906,1.616899809279272
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2036,RCP26,Moderate,1.0964134326689204e-10,1.9141589429926996e-10,1.1388600058643506e-10,1.949443950390433e-10,3.727110705166515,1.8100036880089099
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2037,RCP26,Moderate,7.294409454513103e-11,1.7537155133503214e-10,7.699841305243198e-11,1.7897126227517734e-10,5.265457230320017,2.011334610028319
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2038,RCP26,Moderate,8.186309142015751e-11,1.642183784101073e-10,8.620957871331617e-11,1.6790716071137838e-10,5.041768395148521,2.1969178000763603
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2039,RCP26,Moderate,9.100997772026251e-11,1.5641699092649315e-10,9.567584109919759e-11,1.6020989499545672e-10,4.876741427438788,2.3674593064748737
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2040,RCP26,Moderate,9.982048942629593e-11,1.5096664661162374e-10,1.0481964005160416e-10,1.548757143812832e-10,4.769288105594597,2.524003059663606
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2041,RCP26,Moderate,1.0772035974492799e-10,1.4716778865733483e-10,1.12872522053611e-10,1.5118605284406608e-10,4.564585086736953,2.6578273002971406
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2042,RCP26,Moderate,1.1423909311477583e-10,1.4450882273296144e-10,1.1951455145827389e-10,1.486286043460008e-10,4.4140719930157415,2.771863216483337
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2043,RCP26,Moderate,1.1904260254918276e-10,1.4260608990646828e-10,1.2440113163624013e-10,1.4681842571347678e-10,4.307460082217078,2.8690784460726237
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2044,RCP26,Moderate,1.2199717374808623e-10,1.4117332551543435e-10,1.2739286267020267e-10,1.4546792989941776e-10,4.235471916574251,2.952268851940675
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2045,RCP26,Moderate,1.231782408547238e-10,1.4000359998304114e-10,1.2856496563239748e-10,1.4436919492544827e-10,4.189885441322959,3.023910291015696
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2046,RCP26,Moderate,1.2327485262473947e-10,1.3898255971638603e-10,1.2791169517773002e-10,1.4336471027570269e-10,3.62503408820263,3.056645216866412
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2047,RCP26,Moderate,1.222309005534534e-10,1.3801893587479214e-10,1.2610278409181455e-10,1.4237173379135328e-10,3.070418758987961,3.057346989213602
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2048,RCP26,Moderate,1.2049451634875714e-10,1.3706569406312787e-10,1.2360768989766987e-10,1.413510625406571e-10,2.518592129251836,3.0317200313203303
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2049,RCP26,Moderate,1.185274290498224e-10,1.3610932577585214e-10,1.2090152321079395e-10,1.4029609375633767e-10,1.9636594295278487,2.9842370292625446
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2050,RCP26,Moderate,1.1675243190145378e-10,1.3515971471335095e-10,1.1841207508828558e-10,1.3922250693223206e-10,1.4015827233788483,2.9182007337784204
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2026,RCP26,Aggressive,9.386755436432607e-10,9.386755436432607e-10,9.396643491015112e-10,9.396643491015112e-10,0.10522964494673608,0.10522964494673608
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2027,RCP26,Aggressive,4.898867159449125e-10,6.394878485952663e-10,4.913424107005541e-10,6.407879085324784e-10,0.2962689000459141,0.20288459253069388
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2028,RCP26,Aggressive,3.3998712631011005e-10,4.897649808193357e-10,3.4191626360250405e-10,4.913795216865171e-10,0.5642133755406046,0.32857308779169087
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2029,RCP26,Aggressive,2.6491389755482146e-10,3.9989041895196936e-10,2.6732170914130503e-10,4.0182203571358005e-10,0.9007168157864842,0.48071449296711916
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2030,RCP26,Aggressive,2.1987183766569583e-10,3.4000133912431604e-10,2.2276633228756063e-10,3.422532887572615e-10,1.2993411491501325,0.657977499974474
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2031,RCP26,Aggressive,1.9038227739942443e-10,2.9743134446560743e-10,1.9359587122118118e-10,2.9995690354048715e-10,1.6599495647741622,0.8419739786181731
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2032,RCP26,Aggressive,1.6963539085111008e-10,2.657296964432341e-10,1.7315134657315182e-10,2.6850093783451623e-10,2.030567934715049,1.0321160937583496
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2033,RCP26,Aggressive,1.544275832512668e-10,2.4131774419724746e-10,1.5824711713543142e-10,2.443189081438357e-10,2.413651479600591,1.2283797309790656
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2034,RCP26,Aggressive,1.4297729056110254e-10,2.2204895696764251e-10,1.4711367443386842e-10,2.2527255543031768e-10,2.811692311189801,1.4309770031761824
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2035,RCP26,Aggressive,1.342112353003963e-10,2.0655541490762508e-10,1.386862742695974e-10,2.0999975277195414e-10,3.226735300785357,1.6401628187007393
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2036,RCP26,Aggressive,1.0943863449381863e-10,1.9134294179372358e-10,1.1388600058643506e-10,1.949443950390433e-10,3.9051034101781887,1.8474259003950444
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2037,RCP26,Aggressive,7.264317557049702e-11,1.7526772589413758e-10,7.699841305243198e-11,1.7897126227517734e-10,5.656269148000841,2.0693469632825128
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2038,RCP26,Aggressive,8.144830851255663e-11,1.6407746367909254e-10,8.620957871331617e-11,1.6790716071137838e-10,5.522901598432358,2.2808419939092683
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2039,RCP26,Aggressive,9.046421375740709e-11,1.5623293380061296e-10,9.567584109919759e-11,1.6020989499545672e-10,5.447171701774787,2.482344298993852
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2040,RCP26,Aggressive,9.913265391823249e-11,1.5073407472655339e-10,1.0481964005160416e-10,1.548757143812832e-10,5.425496720435108,2.6741698472709876
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2041,RCP26,Aggressive,1.0688728733810871e-10,1.4688246736072235e-10,1.12872522053611e-10,1.5118605284406608e-10,5.302649933399628,2.8465492698473085
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2042,RCP26,Aggressive,1.1326652135092675e-10,1.4416800650878554e-10,1.1951455145827389e-10,1.486286043460008e-10,5.227840485623636,3.0011705060697302
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2043,RCP26,Aggressive,1.1794456797344126e-10,1.4220869739401915e-10,1.2440113163624013e-10,1.4681842571347678e-10,5.19011650286143,3.1397478191557138
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2044,RCP26,Aggressive,1.2079410968446762e-10,1.4071992144466196e-10,1.2739286267020267e-10,1.4546792989941776e-10,5.179845124304989,3.26395546979926
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2045,RCP26,Aggressive,1.21894083607473e-10,1.3949619487698795e-10,1.2856496563239748e-10,1.4436919492544827e-10,5.188724620359136,3.3753738468769106
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2046,RCP26,Aggressive,1.219335178848404e-10,1.3842425565672462e-10,1.2791169517773002e-10,1.4336471027570269e-10,4.6736752918355915,3.4460744275750606
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2047,RCP26,Aggressive,1.2085349101695587e-10,1.374135135232301e-10,1.2610278409181455e-10,1.4237173379135328e-10,4.162709897853417,3.48258754465229
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2048,RCP26,Aggressive,1.1909656810981796e-10,1.3641716222017571e-10,1.2360768989766987e-10,1.413510625406571e-10,3.6495478489942634,3.4905293471439167
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2049,RCP26,Aggressive,1.1711721282110026e-10,1.3542149949024635e-10,1.2090152321079395e-10,1.4029609375633767e-10,3.1300766848864856,3.474504624880987
"EF v3.1, human toxicity: carcinogenic, comparative toxic unit for human (CTUh)",2050,RCP26,Aggressive,1.1533027110247395e-10,1.3443586342383688e-10,1.1841207508828558e-10,1.3922250693223206e-10,2.602609559467562,3.438124778722112
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,RCP26,BAU,6.601019003913691e-10,6.601019003913691e-10,6.60588072745543e-10,6.60588072745543e-10,0.07359690164450591,0.07359690164450591
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,RCP26,BAU,3.457131743370993e-10,4.5051281864070845e-10,3.466770297121641e-10,4.513174411727017e-10,0.27802689317635726,0.17828305724292431
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,RCP26,BAU,2.406181590062256e-10,3.4558475659280875e-10,2.420570879685232e-10,3.4670647411231743e-10,0.594458511574234,0.32353521011704495
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,RCP26,BAU,1.8790645859551062e-10,2.8255963017245636e-10,1.8981983259159942e-10,2.839977783622073e-10,1.0079947758701562,0.5063941690123832
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,RCP26,BAU,1.562076076676664e-10,2.4052448964359466e-10,1.585952083084956e-10,2.4227850430240067e-10,1.5054683343174453,0.7239662733829358
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,RCP26,BAU,1.3514167516880262e-10,2.1054070417139084e-10,1.3814177655421038e-10,2.1264925858391655e-10,2.171755322858791,0.9915644317629371
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,RCP26,BAU,1.2025289173589184e-10,1.8814349698614274e-10,1.237775620441672e-10,1.906033395765506e-10,2.847584206754413,1.290555871619406
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,RCP26,BAU,1.0927403455958632e-10,1.7084501544605744e-10,1.1327046759834551e-10,1.7364187924451814e-10,3.528221542203261,1.6107080910603553
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,RCP26,BAU,1.0094689841791679e-10,1.5714920771927434e-10,1.0538237138802447e-10,1.6026713991139695e-10,4.208932586813783,1.945459433447393
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,RCP26,BAU,9.451639822628159e-11,1.4610151602375307e-10,9.93707484081554e-11,1.4952573194736755e-10,4.885089686489078,2.290051270118367
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,RCP26,BAU,7.693957136877485e-11,1.3526791734918842e-10,8.1760340559209e-11,1.389108908235897e-10,5.896219557626551,2.622525457005148
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,RCP26,BAU,5.0809997721047946e-11,1.2382999008403287e-10,5.541646294979841e-11,1.276034468648587e-10,8.312449015238387,2.957174648128586
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,RCP26,BAU,5.6899747545392375e-11,1.1584692021398919e-10,6.183032883741813e-11,1.1975839241909678e-10,7.974373393663549,3.266136198137427
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,RCP26,BAU,6.317802849265437e-11,1.1023430706059672e-10,6.844694430042514e-11,1.14290434024335e-10,7.697810123772085,3.5489645291526664
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,RCP26,BAU,6.926253950187745e-11,1.06288652568454e-10,7.487675813566462e-11,1.1049482654659768e-10,7.497945655733529,3.80667051083144
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,RCP26,BAU,7.483298239035169e-11,1.0352551077013239e-10,8.055286420511742e-11,1.0786465248891348e-10,7.1007801785927676,4.022765214236489
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,RCP26,BAU,7.949703818829224e-11,1.0158523075730052e-10,8.529895163373205e-11,1.0604249012733491e-10,6.801857859112771,4.203276785260467
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,RCP26,BAU,8.301386281251376e-11,1.0019765336393704e-10,8.887156929547426e-11,1.0475954847002894e-10,6.59120405929279,4.354634181529548
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,RCP26,BAU,8.527745299487674e-11,9.916037747656888e-11,9.116505299545176e-11,1.0381443768009912e-10,6.458176469078294,4.483056795887658
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,RCP26,BAU,8.632538948781288e-11,9.832607114006203e-11,9.221998965491149e-11,1.0306076954545123e-10,6.39188985940715,4.594084079006546
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,RCP26,BAU,8.702085963199017e-11,9.76360567638771e-11,9.178788573717223e-11,1.0237272829268729e-10,5.193524250936654,4.626888047046943
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,RCP26,BAU,8.690553832931049e-11,9.70187935247174e-11,9.056073368289159e-11,1.0169325412764676e-10,4.036181250894209,4.596628009427169
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,RCP26,BAU,8.627875991728757e-11,9.643458877670438e-11,8.885979684189425e-11,1.0099517747781464e-10,2.904617179351698,4.515649969635503
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,RCP26,BAU,8.545969116287113e-11,9.586840612549971e-11,8.701113380127966e-11,1.0027375635828063e-10,1.783039216511978,4.393323231095976
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,RCP26,BAU,8.474966933498646e-11,9.532294281274811e-11,8.530912647132233e-11,9.953962111018248e-11,0.6557998651222119,4.23618077947759
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,RCP26,Moderate,6.601019003913691e-10,6.601019003913691e-10,6.60588072745543e-10,6.60588072745543e-10,0.07359690164450591,0.07359690164450591
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,RCP26,Moderate,3.4571373510729e-10,4.5051319248143365e-10,3.466770297121641e-10,4.513174411727017e-10,0.27786513737984825,0.1782002240326157
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,RCP26,Moderate,2.4061877725716027e-10,3.455852526162025e-10,2.420570879685232e-10,3.4670647411231743e-10,0.594203096234047,0.32339214287406964
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,RCP26,Moderate,1.879068976432866e-10,2.8256010342229433e-10,1.8981983259159942e-10,2.839977783622073e-10,1.007763478765966,0.5062275304419341
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,RCP26,Moderate,1.5620759147507948e-10,2.4052480006437217e-10,1.585952083084956e-10,2.4227850430240067e-10,1.5054785443276255,0.7238381477869807
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,RCP26,Moderate,1.3514085393475347e-10,2.1054069261086884e-10,1.3814177655421038e-10,2.1264925858391655e-10,2.172349809240564,0.9915698681900728
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,RCP26,Moderate,1.202507550151793e-10,1.8814295824867618e-10,1.237775620441672e-10,1.906033395765506e-10,2.8493104652759467,1.2908385201122143
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,RCP26,Moderate,1.0926993674537624e-10,1.7084369609437783e-10,1.1327046759834551e-10,1.7364187924451814e-10,3.531839267367607,1.6114679029705605
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,RCP26,Moderate,1.0094006837060937e-10,1.5714680860420528e-10,1.0538237138802447e-10,1.6026713991139695e-10,4.215413791608718,1.9469563810252877
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,RCP26,Moderate,9.450596406908888e-11,1.460976996216605e-10,9.93707484081554e-11,1.4952573194736755e-10,4.895589916546574,2.2926036081292733
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,RCP26,Moderate,7.692418115015155e-11,1.3526228801248196e-10,8.1760340559209e-11,1.389108908235897e-10,5.915043132134723,2.626577937464448
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,RCP26,Moderate,5.0787466934687245e-11,1.2382207182578211e-10,5.541646294979841e-11,1.276034468648587e-10,8.353106222792597,2.9633800120472777
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,RCP26,Moderate,5.68686741052138e-11,1.1583624013345644e-10,6.183032883741813e-11,1.1975839241909678e-10,8.024629377681174,3.2750542207636646
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,RCP26,Moderate,6.313711986763809e-11,1.1022040570236415e-10,6.844694430042514e-11,1.14290434024335e-10,7.757577035844481,3.5611277152943934
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,RCP26,Moderate,6.921095301024832e-11,1.0627112206447709e-10,7.487675813566462e-11,1.1049482654659768e-10,7.566840854876193,3.8225359631108007
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,RCP26,Moderate,7.477033887207269e-11,1.0350401743036911e-10,8.055286420511742e-11,1.0786465248891348e-10,7.178547144295548,4.042691426640027
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,RCP26,Moderate,7.942371291916007e-11,1.0155955203054528e-10,8.529895163373205e-11,1.0604249012733491e-10,6.887820544149076,4.227492292388225
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,RCP26,Moderate,8.293086181945983e-11,1.0016769174961588e-10,8.887156929547426e-11,1.0475954847002894e-10,6.684598373933472,4.3832345475665715
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,RCP26,Moderate,8.518627543699896e-11,9.9126160033197e-11,9.116505299545176e-11,1.0381443768009912e-10,6.558190185828211,4.516016993078459
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,RCP26,Moderate,8.622781281156096e-11,9.828773518800789e-11,9.221998965491149e-11,1.0306076954545123e-10,6.497698455371056,4.631281503616537
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,RCP26,Moderate,8.691820284858149e-11,9.759379498537636e-11,9.178788573717223e-11,1.0237272829268729e-10,5.305365571372592,4.668170309623661
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,RCP26,Moderate,8.679936583887417e-11,9.697285534108237e-11,9.056073368289159e-11,1.0169325412764676e-10,4.153420241921039,4.641801294547302
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,RCP26,Moderate,8.617023871854784e-11,9.638524638635032e-11,8.885979684189425e-11,1.0099517747781464e-10,3.026743498110691,4.564506154243825
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,RCP26,Moderate,8.534944581943394e-11,9.581592182014507e-11,8.701113380127966e-11,1.0027375635828063e-10,1.9097417873450078,4.4456642495845164
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,RCP26,Moderate,8.463771236609118e-11,9.526754089573632e-11,8.530912647132233e-11,9.953962111018248e-11,0.7870366665363214,4.291838934887352
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,RCP26,Aggressive,6.601019003913691e-10,6.601019003913691e-10,6.60588072745543e-10,6.60588072745543e-10,0.07359690164450591,0.07359690164450591
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,RCP26,Aggressive,3.4571429648537044e-10,4.5051356672741207e-10,3.466770297121641e-10,4.513174411727017e-10,0.27770320623578076,0.17811730102892273
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,RCP26,Aggressive,2.4061940458558637e-10,3.455857533801725e-10,2.420570879685232e-10,3.4670647411231743e-10,0.5939439307490111,0.32324770831417576
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,RCP26,Aggressive,1.8790737845083758e-10,2.82560596209543e-10,1.8981983259159942e-10,2.839977783622073e-10,1.0075101819716192,0.5060540124477031
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,RCP26,Aggressive,1.5620769575428435e-10,2.4052516360168965e-10,1.585952083084956e-10,2.4227850430240067e-10,1.505412792527187,0.7236880984383888
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,RCP26,Aggressive,1.351403042182697e-10,2.1054079630690006e-10,1.3814177655421038e-10,2.1264925858391655e-10,2.1727477456921385,0.9915211043091599
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,RCP26,Aggressive,1.2024914079807318e-10,1.8814263579132718e-10,1.237775620441672e-10,1.906033395765506e-10,2.8506145926795488,1.2910076972891318
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,RCP26,Aggressive,1.0926674018149769e-10,1.7084274325770059e-10,1.1327046759834551e-10,1.7364187924451814e-10,3.5346613302992145,1.6120166396471
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,RCP26,Aggressive,1.0093467155467896e-10,1.571449850160975e-10,1.0538237138802447e-10,1.6026713991139695e-10,4.220534966867284,1.9480942238225032
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,RCP26,Aggressive,9.449766863680376e-11,1.4609473447628022e-10,9.93707484081554e-11,1.4952573194736755e-10,4.903937878515267,2.294586641645751
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,RCP26,Aggressive,7.691191113377356e-11,1.352578653424671e-10,8.1760340559209e-11,1.389108908235897e-10,5.9300504282077,2.6297617555140143
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,RCP26,Aggressive,5.076946344175288e-11,1.238158099384927e-10,5.541646294979841e-11,1.276034468648587e-10,8.385593848267128,2.9682873146658695
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,RCP26,Aggressive,5.684384454553217e-11,1.1582776359669905e-10,6.183032883741813e-11,1.1975839241909678e-10,8.064786951073538,3.2821322522787555
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,RCP26,Aggressive,6.310443145571059e-11,1.1020934904886977e-10,6.844694430042514e-11,1.14290434024335e-10,7.805334334963679,3.570801887580787
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,RCP26,Aggressive,6.916973242136577e-11,1.0625716057005796e-10,7.487675813566462e-11,1.1049482654659768e-10,7.6218921016300385,3.835171391262035
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,RCP26,Aggressive,7.472028641274711e-11,1.034868856187032e-10,8.055286420511742e-11,1.0786465248891348e-10,7.240683307695186,4.058574119691561
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,RCP26,Aggressive,7.936512957139661e-11,1.0153907304037195e-10,8.529895163373205e-11,1.0604249012733491e-10,6.956500576718535,4.246804353193982
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,RCP26,Aggressive,8.286455240290734e-11,1.0014378849561014e-10,8.887156929547426e-11,1.0475954847002894e-10,6.759211005485,4.406051803229502
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,RCP26,Aggressive,8.511343854123107e-11,9.909885483515396e-11,9.116505299545176e-11,1.0381443768009912e-10,6.63808581839206,4.542318920491657
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,RCP26,Aggressive,8.614986907837675e-11,9.825713835846692e-11,9.221998965491149e-11,1.0306076954545123e-10,6.582217802505966,4.660969647491179
"EF v3.1, human toxicity: carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,RCP26,Aggressive,8.683621882162634e-11,9.756006173464216e-11,9.178788573717223e-11,1.0237272829268729e-10,5.394684577139763,4.701121713085095
